Datum Zeit,Leipzig-West PM10
,µg/m³
31-07-12,12
30-07-12,9
29-07-12,16
28-07-12,18
27-07-12,34
26-07-12,31
25-07-12,27
24-07-12,17
23-07-12,13
22-07-12,8
21-07-12,10
20-07-12,10
19-07-12,10
18-07-12,11
17-07-12,10
16-07-12,9
15-07-12,6
14-07-12,7
13-07-12,7
12-07-12,6
11-07-12,13
10-07-12,11
09-07-12,9
08-07-12,13
07-07-12,16
06-07-12,21
05-07-12,23
04-07-12,18
03-07-12,18
02-07-12,13
01-07-12,13

