Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-07-12,9
30-07-12,9
29-07-12,13
28-07-12,24
27-07-12,31
26-07-12,32
25-07-12,27
24-07-12,16
23-07-12,11
22-07-12,9
21-07-12,10
20-07-12,9
19-07-12,9
18-07-12,9
17-07-12,11
16-07-12,8
15-07-12,6
14-07-12,7
13-07-12,8
12-07-12,6
11-07-12,14
10-07-12,9
09-07-12,7
08-07-12,11
07-07-12,16
06-07-12,14
05-07-12,24
04-07-12,24
03-07-12,20
02-07-12,12
01-07-12,13

