Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-07-12,20
30-07-12,16
29-07-12,19
28-07-12,29
27-07-12,47
26-07-12,49
25-07-12,39
24-07-12,28
23-07-12,22
22-07-12,19
21-07-12,25
20-07-12,26
19-07-12,20
18-07-12,18
17-07-12,14
16-07-12,
15-07-12,
14-07-12,
13-07-12,11
12-07-12,16
11-07-12,27
10-07-12,23
09-07-12,18
08-07-12,20
07-07-12,19
06-07-12,30
05-07-12,34
04-07-12,25
03-07-12,29
02-07-12,24
01-07-12,17

