Datum Zeit,Brockau PM10
,µg/m³
31-07-12,6
30-07-12,8
29-07-12,10
28-07-12,16
27-07-12,28
26-07-12,29
25-07-12,25
24-07-12,19
23-07-12,12
22-07-12,9
21-07-12,10
20-07-12,8
19-07-12,10
18-07-12,14
17-07-12,6
16-07-12,9
15-07-12,6
14-07-12,8
13-07-12,5
12-07-12,6
11-07-12,9
10-07-12,9
09-07-12,8
08-07-12,10
07-07-12,13
06-07-12,11
05-07-12,18
04-07-12,20
03-07-12,19
02-07-12,15
01-07-12,12

