Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-07-12,19
30-07-12,18
29-07-12,18
28-07-12,31
27-07-12,42
26-07-12,46
25-07-12,40
24-07-12,22
23-07-12,19
22-07-12,12
21-07-12,15
20-07-12,20
19-07-12,17
18-07-12,27
17-07-12,16
16-07-12,16
15-07-12,9
14-07-12,15
13-07-12,14
12-07-12,13
11-07-12,20
10-07-12,18
09-07-12,14
08-07-12,18
07-07-12,21
06-07-12,26
05-07-12,33
04-07-12,38
03-07-12,34
02-07-12,25
01-07-12,20

