Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-11-09,16.92
29-11-09,9.42
28-11-09,3.92
27-11-09,4.62
26-11-09,5.52
25-11-09,6.30
24-11-09,3.20
23-11-09,5.61
22-11-09,35.45
21-11-09,36.84
20-11-09,20.25
19-11-09,9.27
18-11-09,2.82
17-11-09,11.21
16-11-09,22.13
15-11-09,13.17
14-11-09,23.62
13-11-09,13.80
12-11-09,15.40
11-11-09,15.41
10-11-09,11.60
09-11-09,16.05
08-11-09,36.17
07-11-09,24.38
06-11-09,19.32
05-11-09,6.80
04-11-09,7.11
03-11-09,22.81
02-11-09,25.64
01-11-09,32.43

