Datum Zeit,Leipzig-West PM10
,µg/m³
30-11-09,23
29-11-09,12
28-11-09,11
27-11-09,10
26-11-09,
25-11-09,11
24-11-09,8
23-11-09,6
22-11-09,28
21-11-09,40
20-11-09,25
19-11-09,14
18-11-09,9
17-11-09,14
16-11-09,23
15-11-09,14
14-11-09,17
13-11-09,
12-11-09,24
11-11-09,23
10-11-09,14
09-11-09,23
08-11-09,32
07-11-09,22
06-11-09,14
05-11-09,10
04-11-09,10
03-11-09,15
02-11-09,20
01-11-09,38

