Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
30-11-09,35
29-11-09,18
28-11-09,14
27-11-09,21
26-11-09,15
25-11-09,20
24-11-09,15
23-11-09,13
22-11-09,29
21-11-09,50
20-11-09,44
19-11-09,20
18-11-09,11
17-11-09,21
16-11-09,33
15-11-09,19
14-11-09,20
13-11-09,29
12-11-09,34
11-11-09,30
10-11-09,26
09-11-09,26
08-11-09,29
07-11-09,26
06-11-09,32
05-11-09,18
04-11-09,12
03-11-09,20
02-11-09,18
01-11-09,35

