Datum Zeit,Zittau-Ost PM10
,µg/m³
30-11-09,20
29-11-09,15
28-11-09,10
27-11-09,13
26-11-09,12
25-11-09,9
24-11-09,6
23-11-09,12
22-11-09,35
21-11-09,47
20-11-09,19
19-11-09,11
18-11-09,7
17-11-09,15
16-11-09,28
15-11-09,35
14-11-09,26
13-11-09,20
12-11-09,23
11-11-09,20
10-11-09,29
09-11-09,20
08-11-09,40
07-11-09,30
06-11-09,15
05-11-09,17
04-11-09,11
03-11-09,19
02-11-09,36
01-11-09,45

