Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-11-05,
29-11-05,13.62
28-11-05,
27-11-05,11.47
26-11-05,
25-11-05,17.53
24-11-05,
23-11-05,5.59
22-11-05,
21-11-05,2.37
20-11-05,
19-11-05,5.52
18-11-05,
17-11-05,6.18
16-11-05,
15-11-05,5.26
14-11-05,
13-11-05,5.77
12-11-05,
11-11-05,6.87
10-11-05,
09-11-05,8.08
08-11-05,
07-11-05,8.72
06-11-05,
05-11-05,4.17
04-11-05,
03-11-05,8.71
02-11-05,
01-11-05,19.99

