Datum Zeit,Collmberg PM10
,µg/m³
30-11-05,22
29-11-05,15
28-11-05,21
27-11-05,24
26-11-05,13
25-11-05,16
24-11-05,19
23-11-05,9
22-11-05,8
21-11-05,6
20-11-05,9
19-11-05,17
18-11-05,16
17-11-05,8
16-11-05,7
15-11-05,24
14-11-05,29
13-11-05,28
12-11-05,34
11-11-05,16
10-11-05,35
09-11-05,29
08-11-05,22
07-11-05,15
06-11-05,11
05-11-05,11
04-11-05,14
03-11-05,10
02-11-05,18
01-11-05,44

