Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-11-05,37
29-11-05,35
28-11-05,38
27-11-05,38
26-11-05,23
25-11-05,39
24-11-05,29
23-11-05,25
22-11-05,23
21-11-05,17
20-11-05,21
19-11-05,41
18-11-05,37
17-11-05,18
16-11-05,45
15-11-05,39
14-11-05,55
13-11-05,61
12-11-05,66
11-11-05,103
10-11-05,56
09-11-05,63
08-11-05,51
07-11-05,33
06-11-05,22
05-11-05,35
04-11-05,27
03-11-05,22
02-11-05,29
01-11-05,48

