Datum Zeit,Zittau-Ost PM10
,µg/m³
30-11-05,38
29-11-05,29
28-11-05,45
27-11-05,51
26-11-05,39
25-11-05,34
24-11-05,36
23-11-05,34
22-11-05,13
21-11-05,11
20-11-05,14
19-11-05,14
18-11-05,13
17-11-05,11
16-11-05,19
15-11-05,27
14-11-05,22
13-11-05,24
12-11-05,39
11-11-05,34
10-11-05,60
09-11-05,41
08-11-05,30
07-11-05,30
06-11-05,26
05-11-05,54
04-11-05,63
03-11-05,48
02-11-05,55
01-11-05,54

