Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2000-06-01,01:00,,0.1,1,7,9,,,,1.0
2000-06-01,02:00,,,1,6,7,,,,1.0
2000-06-01,03:00,,0.1,1,6,4,,,,1.0
2000-06-01,04:00,,0.1,1,6,2,,,,1.0
2000-06-01,05:00,,0.1,1,5,2,,,,
2000-06-01,06:00,,0.1,5,5,3,,,,1.0
2000-06-01,07:00,,0.1,3,5,,,,,1.0
2000-06-01,08:00,,0.1,4,11,35,,,,1.9
2000-06-01,09:00,,0.1,3,11,66,,,,3.3
2000-06-01,10:00,,0.1,1,7,95,,,,2.7
2000-06-01,11:00,,0.1,1,7,99,,,,1.3
2000-06-01,12:00,,0.1,2,6,109,,,,1.0
2000-06-01,13:00,,0.1,1,6,115,,,,1.4
2000-06-01,14:00,,0.1,2,6,114,,,,1.2
2000-06-01,15:00,,0.1,1,6,117,,,,1.1
2000-06-01,16:00,,0.1,1,6,113,,,,1.3
2000-06-01,17:00,,0.1,2,8,109,,,,1.0
2000-06-01,18:00,,0.1,2,7,109,,,,1.0
2000-06-01,19:00,,0.1,1,7,101,,,,1.0
2000-06-01,20:00,,0.1,3,9,84,,,,1.0
2000-06-01,21:00,,0.1,1,7,61,,,,1.0
2000-06-01,22:00,,0.1,1,11,44,,,,1.0
2000-06-01,23:00,,0.1,,,34,,,,1.0
2000-06-02,00:00,,0.1,1,8,24,,,,
2000-06-02,01:00,,0.1,1,7,17,,,,1.0
2000-06-02,02:00,,0.1,1,7,12,,,,1.0
2000-06-02,03:00,,0.1,1,7,7,,,,1.0
2000-06-02,04:00,,0.1,2,8,4,,,,1.0
2000-06-02,05:00,,0.1,15,11,1,,,,
2000-06-02,06:00,,0.1,16,10,,,,,1.0
2000-06-02,07:00,,0.2,24,13,17,,,,1.0
2000-06-02,08:00,,0.1,8,13,58,,,,1.0
2000-06-02,09:00,,0.1,2,8,97,,,,1.0
2000-06-02,10:00,,0.1,2,9,100,,,,1.3
2000-06-02,11:00,,0.1,3,9,107,,,,1.2
2000-06-02,12:00,,0.1,2,8,114,,,,1.0
2000-06-02,13:00,,0.1,3,9,115,,,,1.0
2000-06-02,14:00,,0.1,3,8,114,,,,1.0
2000-06-02,15:00,,0.1,3,9,116,,,,1.0
2000-06-02,16:00,,0.1,2,9,122,,,,1.0
2000-06-02,17:00,,0.1,5,15,121,,,,1.0
2000-06-02,18:00,,0.1,3,9,124,,,,1.0
2000-06-02,19:00,,0.1,1,6,124,,,,1.0
2000-06-02,20:00,,0.1,3,10,92,,,,1.0
2000-06-02,21:00,,0.1,1,20,64,,,,1.0
2000-06-02,22:00,,0.1,1,18,53,,,,1.0
2000-06-02,23:00,,0.1,,,49,,,,1.0
2000-06-03,00:00,,0.1,1,14,39,,,,
2000-06-03,01:00,,,1,13,32,,,,1.0
2000-06-03,02:00,,0.1,1,12,28,,,,1.6
2000-06-03,03:00,,0.1,1,13,20,,,,1.2
