Datum Zeit,Freiberg O3
,µg/m³
01-10-02 00:00,41
30-09-02 23:00,36
30-09-02 22:00,25
30-09-02 21:00,12
30-09-02 20:00,4
30-09-02 19:00,2
30-09-02 18:00,17
30-09-02 17:00,29
30-09-02 16:00,34
30-09-02 15:00,35
30-09-02 14:00,50
30-09-02 13:00,55
30-09-02 12:00,54
30-09-02 11:00,55
30-09-02 10:00,49
30-09-02 09:00,13
30-09-02 08:00,7
30-09-02 07:00,2
30-09-02 06:00,2
30-09-02 05:00,8
30-09-02 04:00,15
30-09-02 03:00,16
30-09-02 02:00,16
30-09-02 01:00,15
30-09-02 00:00,13
29-09-02 23:00,11
29-09-02 22:00,7
29-09-02 21:00,4
29-09-02 20:00,2
29-09-02 19:00,3
29-09-02 18:00,15
29-09-02 17:00,41
29-09-02 16:00,50
29-09-02 15:00,61
29-09-02 14:00,64
29-09-02 13:00,55
29-09-02 12:00,48
29-09-02 11:00,49
29-09-02 10:00,41
29-09-02 09:00,34
29-09-02 08:00,33
29-09-02 07:00,33
29-09-02 06:00,29
29-09-02 05:00,30
29-09-02 04:00,30
29-09-02 03:00,33
29-09-02 02:00,31
29-09-02 01:00,29
29-09-02 00:00,30
28-09-02 23:00,25
28-09-02 22:00,24
28-09-02 21:00,19
28-09-02 20:00,12
28-09-02 19:00,12
28-09-02 18:00,33
28-09-02 17:00,68
28-09-02 16:00,75
28-09-02 15:00,77
28-09-02 14:00,73
28-09-02 13:00,69
28-09-02 12:00,52
28-09-02 11:00,36
28-09-02 10:00,34
28-09-02 09:00,22
28-09-02 08:00,13
28-09-02 07:00,9
28-09-02 06:00,16
28-09-02 05:00,26
28-09-02 04:00,35
28-09-02 03:00,32
28-09-02 02:00,35
28-09-02 01:00,36
28-09-02 00:00,36
27-09-02 23:00,38
27-09-02 22:00,36
27-09-02 21:00,35
27-09-02 20:00,33
27-09-02 19:00,39
27-09-02 18:00,42
27-09-02 17:00,47
27-09-02 16:00,57
27-09-02 15:00,58
27-09-02 14:00,57
27-09-02 13:00,56
27-09-02 12:00,54
27-09-02 11:00,49
27-09-02 10:00,51
27-09-02 09:00,54
27-09-02 08:00,49
27-09-02 07:00,37
27-09-02 06:00,46
27-09-02 05:00,34
27-09-02 04:00,38
27-09-02 03:00,38
27-09-02 02:00,39
27-09-02 01:00,42
27-09-02 00:00,46
26-09-02 23:00,46
26-09-02 22:00,43
26-09-02 21:00,51
26-09-02 20:00,34
26-09-02 19:00,38
26-09-02 18:00,33
26-09-02 17:00,49
26-09-02 16:00,43
26-09-02 15:00,44
26-09-02 14:00,54
26-09-02 13:00,53
26-09-02 12:00,43
26-09-02 11:00,24
26-09-02 10:00,8
26-09-02 09:00,3
26-09-02 08:00,3
26-09-02 07:00,4
26-09-02 06:00,9
26-09-02 05:00,19
26-09-02 04:00,31
26-09-02 03:00,30
26-09-02 02:00,28
26-09-02 01:00,29
26-09-02 00:00,34
25-09-02 23:00,39
25-09-02 22:00,39
25-09-02 21:00,37
25-09-02 20:00,29
25-09-02 19:00,17
25-09-02 18:00,12
25-09-02 17:00,22
25-09-02 16:00,35
25-09-02 15:00,40
25-09-02 14:00,46
25-09-02 13:00,35
25-09-02 12:00,37
25-09-02 11:00,35
25-09-02 10:00,27
25-09-02 09:00,17
25-09-02 08:00,10
25-09-02 07:00,8
25-09-02 06:00,16
25-09-02 05:00,26
25-09-02 04:00,31
25-09-02 03:00,36
25-09-02 02:00,39
25-09-02 01:00,43
25-09-02 00:00,46
24-09-02 23:00,46
24-09-02 22:00,49
24-09-02 21:00,53
24-09-02 20:00,51
24-09-02 19:00,49
24-09-02 18:00,49
24-09-02 17:00,51
24-09-02 16:00,52
24-09-02 15:00,58
24-09-02 14:00,59
24-09-02 13:00,52
24-09-02 12:00,44
24-09-02 11:00,34
24-09-02 10:00,30
24-09-02 09:00,25
24-09-02 08:00,16
24-09-02 07:00,12
24-09-02 06:00,14
24-09-02 05:00,31
24-09-02 04:00,35
24-09-02 03:00,38
24-09-02 02:00,40
24-09-02 01:00,40
24-09-02 00:00,39
23-09-02 23:00,41
23-09-02 22:00,37
23-09-02 21:00,25
23-09-02 20:00,14
23-09-02 19:00,12
23-09-02 18:00,10
23-09-02 17:00,10
23-09-02 16:00,9
23-09-02 15:00,9
23-09-02 14:00,9
23-09-02 13:00,13
23-09-02 12:00,25
23-09-02 11:00,28
23-09-02 10:00,20
23-09-02 09:00,15
23-09-02 08:00,18
23-09-02 07:00,14
23-09-02 06:00,19
23-09-02 05:00,26
23-09-02 04:00,33
23-09-02 03:00,38
23-09-02 02:00,40
23-09-02 01:00,44
23-09-02 00:00,43
22-09-02 23:00,37
22-09-02 22:00,33
22-09-02 21:00,35
22-09-02 20:00,37
22-09-02 19:00,40
22-09-02 18:00,42
22-09-02 17:00,63
22-09-02 16:00,73
22-09-02 15:00,67
22-09-02 14:00,64
22-09-02 13:00,55
22-09-02 12:00,51
22-09-02 11:00,45
22-09-02 10:00,40
22-09-02 09:00,39
22-09-02 08:00,34
22-09-02 07:00,34
22-09-02 06:00,34
22-09-02 05:00,33
22-09-02 04:00,28
22-09-02 03:00,28
22-09-02 02:00,29
22-09-02 01:00,34
22-09-02 00:00,27
21-09-02 23:00,24
21-09-02 22:00,31
21-09-02 21:00,34
21-09-02 20:00,36
21-09-02 19:00,58
21-09-02 18:00,66
21-09-02 17:00,74
21-09-02 16:00,77
21-09-02 15:00,70
21-09-02 14:00,60
21-09-02 13:00,65
21-09-02 12:00,47
21-09-02 11:00,39
21-09-02 10:00,31
21-09-02 09:00,25
21-09-02 08:00,19
21-09-02 07:00,18
21-09-02 06:00,22
21-09-02 05:00,27
21-09-02 04:00,30
21-09-02 03:00,30
21-09-02 02:00,29
21-09-02 01:00,22
21-09-02 00:00,21
20-09-02 23:00,17
20-09-02 22:00,14
20-09-02 21:00,19
20-09-02 20:00,24
20-09-02 19:00,36
20-09-02 18:00,41
20-09-02 17:00,50
20-09-02 16:00,57
20-09-02 15:00,67
20-09-02 14:00,66
20-09-02 13:00,47
20-09-02 12:00,46
20-09-02 11:00,50
20-09-02 10:00,29
20-09-02 09:00,8
20-09-02 08:00,2
20-09-02 07:00,3
20-09-02 06:00,6
20-09-02 05:00,18
20-09-02 04:00,27
20-09-02 03:00,25
20-09-02 02:00,30
20-09-02 01:00,30
20-09-02 00:00,30
19-09-02 23:00,31
19-09-02 22:00,24
19-09-02 21:00,25
19-09-02 20:00,27
19-09-02 19:00,28
19-09-02 18:00,34
19-09-02 17:00,62
19-09-02 16:00,62
19-09-02 15:00,61
19-09-02 14:00,
19-09-02 13:00,
19-09-02 12:00,
19-09-02 11:00,
19-09-02 10:00,60
19-09-02 09:00,28
19-09-02 08:00,7
19-09-02 07:00,2
19-09-02 06:00,4
19-09-02 05:00,11
19-09-02 04:00,25
19-09-02 03:00,26
19-09-02 02:00,32
19-09-02 01:00,24
19-09-02 00:00,26
18-09-02 23:00,18
18-09-02 22:00,15
18-09-02 21:00,33
18-09-02 20:00,29
18-09-02 19:00,41
18-09-02 18:00,47
18-09-02 17:00,58
18-09-02 16:00,72
18-09-02 15:00,76
18-09-02 14:00,71
18-09-02 13:00,72
18-09-02 12:00,67
18-09-02 11:00,56
18-09-02 10:00,49
18-09-02 09:00,42
18-09-02 08:00,36
18-09-02 07:00,28
18-09-02 06:00,26
18-09-02 05:00,44
18-09-02 04:00,50
18-09-02 03:00,52
18-09-02 02:00,50
18-09-02 01:00,49
18-09-02 00:00,48
17-09-02 23:00,47
17-09-02 22:00,45
17-09-02 21:00,37
17-09-02 20:00,18
17-09-02 19:00,32
17-09-02 18:00,52
17-09-02 17:00,53
17-09-02 16:00,62
17-09-02 15:00,62
17-09-02 14:00,61
17-09-02 13:00,
17-09-02 12:00,
17-09-02 11:00,
17-09-02 10:00,
17-09-02 09:00,46
17-09-02 08:00,39
17-09-02 07:00,35
17-09-02 06:00,43
17-09-02 05:00,49
17-09-02 04:00,47
17-09-02 03:00,41
17-09-02 02:00,47
17-09-02 01:00,46
17-09-02 00:00,48
16-09-02 23:00,41
16-09-02 22:00,34
16-09-02 21:00,38
16-09-02 20:00,35
16-09-02 19:00,26
16-09-02 18:00,54
16-09-02 17:00,64
16-09-02 16:00,66
16-09-02 15:00,69
16-09-02 14:00,64
