Datum Zeit,Zittau-Ost SO2
,µg/m³
01-02-02 00:00,2.1
31-01-02 23:00,2.5
31-01-02 22:00,5.0
31-01-02 21:00,5.7
31-01-02 20:00,5.2
31-01-02 19:00,3.0
31-01-02 18:00,3.6
31-01-02 17:00,1.9
31-01-02 16:00,3.0
31-01-02 15:00,2.7
31-01-02 14:00,7.5
31-01-02 13:00,9.9
31-01-02 12:00,8.8
31-01-02 11:00,9.2
31-01-02 10:00,8.3
31-01-02 09:00,8.0
31-01-02 08:00,8.1
31-01-02 07:00,9.0
31-01-02 06:00,7.4
31-01-02 05:00,7.6
31-01-02 04:00,8.8
31-01-02 03:00,10.7
31-01-02 02:00,12.3
31-01-02 01:00,13.6
31-01-02 00:00,9.8
30-01-02 23:00,8.6
30-01-02 22:00,7.2
30-01-02 21:00,8.1
30-01-02 20:00,9.5
30-01-02 19:00,8.8
30-01-02 18:00,8.9
30-01-02 17:00,12.3
30-01-02 16:00,10.1
30-01-02 15:00,7.4
30-01-02 14:00,10.3
30-01-02 13:00,11.4
30-01-02 12:00,9.9
30-01-02 11:00,6.5
30-01-02 10:00,7.5
30-01-02 09:00,7.7
30-01-02 08:00,8.4
30-01-02 07:00,8.7
30-01-02 06:00,9.1
30-01-02 05:00,11.0
30-01-02 04:00,11.9
30-01-02 03:00,12.2
30-01-02 02:00,11.4
30-01-02 01:00,10.9
30-01-02 00:00,7.8
29-01-02 23:00,4.1
29-01-02 22:00,3.0
29-01-02 21:00,2.1
29-01-02 20:00,1.9
29-01-02 19:00,2.3
29-01-02 18:00,3.4
29-01-02 17:00,1.2
29-01-02 16:00,1.5
29-01-02 15:00,2.7
29-01-02 14:00,1.3
29-01-02 13:00,1.5
29-01-02 12:00,4.2
29-01-02 11:00,4.5
29-01-02 10:00,1.8
29-01-02 09:00,1.3
29-01-02 08:00,1.2
29-01-02 07:00,1.1
29-01-02 06:00,1.2
29-01-02 05:00,1.3
29-01-02 04:00,1.0
29-01-02 03:00,1.3
29-01-02 02:00,1.0
29-01-02 01:00,1.0
29-01-02 00:00,1.1
28-01-02 23:00,1.2
28-01-02 22:00,1.0
28-01-02 21:00,1.0
28-01-02 20:00,1.6
28-01-02 19:00,1.6
28-01-02 18:00,3.1
28-01-02 17:00,4.1
28-01-02 16:00,6.4
28-01-02 15:00,7.8
28-01-02 14:00,5.4
28-01-02 13:00,5.2
28-01-02 12:00,9.0
28-01-02 11:00,7.4
28-01-02 10:00,8.0
28-01-02 09:00,8.6
28-01-02 08:00,7.5
28-01-02 07:00,7.8
28-01-02 06:00,7.4
28-01-02 05:00,6.1
28-01-02 04:00,5.5
28-01-02 03:00,3.2
28-01-02 02:00,2.3
28-01-02 01:00,2.6
28-01-02 00:00,2.0
27-01-02 23:00,3.7
27-01-02 22:00,3.6
27-01-02 21:00,3.2
27-01-02 20:00,3.1
27-01-02 19:00,2.5
27-01-02 18:00,2.0
27-01-02 17:00,1.8
27-01-02 16:00,2.8
27-01-02 15:00,2.1
27-01-02 14:00,1.8
27-01-02 13:00,2.1
27-01-02 12:00,4.1
27-01-02 11:00,3.2
27-01-02 10:00,2.0
27-01-02 09:00,1.1
27-01-02 08:00,1.4
27-01-02 07:00,1.9
27-01-02 06:00,2.8
27-01-02 05:00,2.4
27-01-02 04:00,1.6
27-01-02 03:00,1.6
27-01-02 02:00,1.1
27-01-02 01:00,1.5
27-01-02 00:00,1.3
26-01-02 23:00,2.0
26-01-02 22:00,3.3
26-01-02 21:00,5.2
26-01-02 20:00,3.9
26-01-02 19:00,3.6
26-01-02 18:00,5.9
26-01-02 17:00,4.0
26-01-02 16:00,3.1
26-01-02 15:00,3.0
26-01-02 14:00,5.4
26-01-02 13:00,5.1
26-01-02 12:00,4.3
26-01-02 11:00,2.7
26-01-02 10:00,2.1
26-01-02 09:00,2.6
26-01-02 08:00,3.4
26-01-02 07:00,3.7
26-01-02 06:00,5.4
26-01-02 05:00,7.2
26-01-02 04:00,8.8
26-01-02 03:00,11.9
26-01-02 02:00,9.8
26-01-02 01:00,8.5
26-01-02 00:00,8.1
25-01-02 23:00,8.5
25-01-02 22:00,2.1
25-01-02 21:00,1.0
25-01-02 20:00,1.1
25-01-02 19:00,2.7
25-01-02 18:00,2.1
25-01-02 17:00,2.0
25-01-02 16:00,3.2
25-01-02 15:00,2.3
25-01-02 14:00,1.4
25-01-02 13:00,1.0
25-01-02 12:00,2.2
25-01-02 11:00,2.7
25-01-02 10:00,1.1
25-01-02 09:00,1.0
25-01-02 08:00,1.0
25-01-02 07:00,1.0
25-01-02 06:00,1.0
25-01-02 05:00,1.0
25-01-02 04:00,1.3
25-01-02 03:00,1.3
25-01-02 02:00,1.0
25-01-02 01:00,1.0
25-01-02 00:00,
24-01-02 23:00,2.0
24-01-02 22:00,3.4
24-01-02 21:00,7.0
24-01-02 20:00,9.4
24-01-02 19:00,7.4
24-01-02 18:00,6.3
24-01-02 17:00,
24-01-02 16:00,6.7
24-01-02 15:00,6.5
24-01-02 14:00,8.1
24-01-02 13:00,5.3
24-01-02 12:00,6.3
24-01-02 11:00,5.5
24-01-02 10:00,4.4
24-01-02 09:00,4.4
24-01-02 08:00,4.5
24-01-02 07:00,4.2
24-01-02 06:00,4.5
24-01-02 05:00,3.6
24-01-02 04:00,4.1
24-01-02 03:00,3.6
24-01-02 02:00,3.7
24-01-02 01:00,5.2
24-01-02 00:00,
23-01-02 23:00,5.4
23-01-02 22:00,5.8
23-01-02 21:00,5.5
23-01-02 20:00,
23-01-02 19:00,4.1
23-01-02 18:00,3.9
23-01-02 17:00,6.0
23-01-02 16:00,6.2
23-01-02 15:00,5.6
23-01-02 14:00,7.1
23-01-02 13:00,8.9
23-01-02 12:00,8.1
23-01-02 11:00,7.5
23-01-02 10:00,4.7
23-01-02 09:00,4.5
23-01-02 08:00,4.6
23-01-02 07:00,4.5
23-01-02 06:00,6.8
23-01-02 05:00,7.2
23-01-02 04:00,7.2
23-01-02 03:00,8.7
23-01-02 02:00,10.4
23-01-02 01:00,8.2
23-01-02 00:00,
22-01-02 23:00,6.0
22-01-02 22:00,7.3
22-01-02 21:00,
22-01-02 20:00,8.6
22-01-02 19:00,8.3
22-01-02 18:00,9.3
22-01-02 17:00,7.4
22-01-02 16:00,7.6
22-01-02 15:00,7.7
22-01-02 14:00,7.3
22-01-02 13:00,4.7
22-01-02 12:00,8.5
22-01-02 11:00,7.7
22-01-02 10:00,7.8
22-01-02 09:00,4.9
22-01-02 08:00,7.6
22-01-02 07:00,10.1
22-01-02 06:00,10.7
22-01-02 05:00,9.6
22-01-02 04:00,9.0
22-01-02 03:00,9.2
22-01-02 02:00,8.3
22-01-02 01:00,7.4
22-01-02 00:00,
21-01-02 23:00,6.6
21-01-02 22:00,3.9
21-01-02 21:00,
21-01-02 20:00,9.5
21-01-02 19:00,4.4
21-01-02 18:00,5.8
21-01-02 17:00,4.8
21-01-02 16:00,5.1
21-01-02 15:00,6.6
21-01-02 14:00,8.6
21-01-02 13:00,8.0
21-01-02 12:00,4.9
21-01-02 11:00,5.1
21-01-02 10:00,9.6
21-01-02 09:00,9.6
21-01-02 08:00,6.0
21-01-02 07:00,6.5
21-01-02 06:00,3.1
21-01-02 05:00,2.6
21-01-02 04:00,3.9
21-01-02 03:00,4.9
21-01-02 02:00,3.3
21-01-02 01:00,2.5
21-01-02 00:00,
20-01-02 23:00,3.8
20-01-02 22:00,
20-01-02 21:00,6.3
20-01-02 20:00,7.9
20-01-02 19:00,8.1
20-01-02 18:00,9.1
20-01-02 17:00,9.3
20-01-02 16:00,8.1
20-01-02 15:00,9.6
20-01-02 14:00,11.4
20-01-02 13:00,10.2
20-01-02 12:00,8.2
20-01-02 11:00,5.3
20-01-02 10:00,3.9
20-01-02 09:00,4.8
20-01-02 08:00,5.5
20-01-02 07:00,7.1
20-01-02 06:00,7.7
20-01-02 05:00,10.6
20-01-02 04:00,11.9
20-01-02 03:00,13.9
20-01-02 02:00,14.9
20-01-02 01:00,14.6
20-01-02 00:00,
19-01-02 23:00,16.2
19-01-02 22:00,
19-01-02 21:00,14.5
19-01-02 20:00,15.0
19-01-02 19:00,14.4
19-01-02 18:00,14.2
19-01-02 17:00,13.3
19-01-02 16:00,14.9
19-01-02 15:00,16.3
19-01-02 14:00,14.7
19-01-02 13:00,14.2
19-01-02 12:00,13.1
19-01-02 11:00,13.3
19-01-02 10:00,12.6
19-01-02 09:00,12.1
19-01-02 08:00,11.5
19-01-02 07:00,11.8
19-01-02 06:00,12.8
19-01-02 05:00,12.8
19-01-02 04:00,13.0
19-01-02 03:00,13.6
19-01-02 02:00,13.2
19-01-02 01:00,12.7
19-01-02 00:00,
18-01-02 23:00,
18-01-02 22:00,12.1
18-01-02 21:00,12.3
18-01-02 20:00,11.8
18-01-02 19:00,11.6
18-01-02 18:00,11.8
18-01-02 17:00,10.4
18-01-02 16:00,16.8
18-01-02 15:00,23.4
18-01-02 14:00,17.2
18-01-02 13:00,16.8
18-01-02 12:00,14.9
18-01-02 11:00,12.4
18-01-02 10:00,12.9
18-01-02 09:00,14.0
18-01-02 08:00,14.5
18-01-02 07:00,17.2
18-01-02 06:00,16.6
18-01-02 05:00,16.4
18-01-02 04:00,16.5
18-01-02 03:00,20.6
18-01-02 02:00,20.8
18-01-02 01:00,18.1
18-01-02 00:00,
17-01-02 23:00,
17-01-02 22:00,24.3
17-01-02 21:00,23.9
17-01-02 20:00,23.8
17-01-02 19:00,24.2
17-01-02 18:00,24.4
17-01-02 17:00,22.2
17-01-02 16:00,24.3
17-01-02 15:00,24.8
17-01-02 14:00,21.8
17-01-02 13:00,23.0
17-01-02 12:00,25.6
17-01-02 11:00,28.3
17-01-02 10:00,30.1
17-01-02 09:00,31.5
17-01-02 08:00,32.5
17-01-02 07:00,28.2
17-01-02 06:00,24.3
17-01-02 05:00,25.0
17-01-02 04:00,23.5
17-01-02 03:00,
17-01-02 02:00,18.4
17-01-02 01:00,25.1
17-01-02 00:00,
16-01-02 23:00,22.3
