Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-01-02,39
30-01-02,36
29-01-02,27
28-01-02,21
27-01-02,15
26-01-02,17
25-01-02,31
24-01-02,21
23-01-02,29
22-01-02,32
21-01-02,10
20-01-02,12
19-01-02,27
18-01-02,42
17-01-02,50
16-01-02,78
15-01-02,47
14-01-02,48
13-01-02,49
12-01-02,53
11-01-02,55
10-01-02,51
09-01-02,44
08-01-02,33
07-01-02,37
06-01-02,45
05-01-02,65
04-01-02,82
03-01-02,44
02-01-02,22
01-01-02,82

