Datum Zeit,Borna O3
,µg/m³
01-02-02 00:00,34
31-01-02 23:00,32
31-01-02 22:00,26
31-01-02 21:00,7
31-01-02 20:00,2
31-01-02 19:00,4
31-01-02 18:00,11
31-01-02 17:00,44
31-01-02 16:00,59
31-01-02 15:00,58
31-01-02 14:00,
31-01-02 13:00,53
31-01-02 12:00,34
31-01-02 11:00,20
31-01-02 10:00,18
31-01-02 09:00,16
31-01-02 08:00,13
31-01-02 07:00,10
31-01-02 06:00,17
31-01-02 05:00,21
31-01-02 04:00,27
31-01-02 03:00,28
31-01-02 02:00,31
31-01-02 01:00,34
31-01-02 00:00,30
30-01-02 23:00,27
30-01-02 22:00,19
30-01-02 21:00,22
30-01-02 20:00,21
30-01-02 19:00,23
30-01-02 18:00,21
30-01-02 17:00,20
30-01-02 16:00,23
30-01-02 15:00,
30-01-02 14:00,35
30-01-02 13:00,39
30-01-02 12:00,34
30-01-02 11:00,25
30-01-02 10:00,16
30-01-02 09:00,14
30-01-02 08:00,12
30-01-02 07:00,19
30-01-02 06:00,35
30-01-02 05:00,36
30-01-02 04:00,37
30-01-02 03:00,46
30-01-02 02:00,46
30-01-02 01:00,46
30-01-02 00:00,45
29-01-02 23:00,38
29-01-02 22:00,40
29-01-02 21:00,36
29-01-02 20:00,41
29-01-02 19:00,9
29-01-02 18:00,26
29-01-02 17:00,43
29-01-02 16:00,56
29-01-02 15:00,
29-01-02 14:00,47
29-01-02 13:00,48
29-01-02 12:00,24
29-01-02 11:00,35
29-01-02 10:00,25
29-01-02 09:00,20
29-01-02 08:00,21
29-01-02 07:00,29
29-01-02 06:00,57
29-01-02 05:00,66
29-01-02 04:00,70
29-01-02 03:00,73
29-01-02 02:00,75
29-01-02 01:00,76
29-01-02 00:00,76
28-01-02 23:00,75
28-01-02 22:00,77
28-01-02 21:00,78
28-01-02 20:00,74
28-01-02 19:00,73
28-01-02 18:00,69
28-01-02 17:00,62
28-01-02 16:00,
28-01-02 15:00,41
28-01-02 14:00,42
28-01-02 13:00,51
28-01-02 12:00,46
28-01-02 11:00,41
28-01-02 10:00,39
28-01-02 09:00,39
28-01-02 08:00,24
28-01-02 07:00,23
28-01-02 06:00,33
28-01-02 05:00,19
28-01-02 04:00,34
28-01-02 03:00,56
28-01-02 02:00,59
28-01-02 01:00,67
28-01-02 00:00,53
27-01-02 23:00,15
27-01-02 22:00,19
27-01-02 21:00,18
27-01-02 20:00,23
27-01-02 19:00,30
27-01-02 18:00,54
27-01-02 17:00,65
27-01-02 16:00,
27-01-02 15:00,75
27-01-02 14:00,74
27-01-02 13:00,75
27-01-02 12:00,72
27-01-02 11:00,68
27-01-02 10:00,77
27-01-02 09:00,77
27-01-02 08:00,76
27-01-02 07:00,77
27-01-02 06:00,77
27-01-02 05:00,79
27-01-02 04:00,78
27-01-02 03:00,77
27-01-02 02:00,75
27-01-02 01:00,73
27-01-02 00:00,74
26-01-02 23:00,72
26-01-02 22:00,72
26-01-02 21:00,73
26-01-02 20:00,67
26-01-02 19:00,65
26-01-02 18:00,61
26-01-02 17:00,
26-01-02 16:00,62
26-01-02 15:00,65
26-01-02 14:00,67
26-01-02 13:00,65
26-01-02 12:00,57
26-01-02 11:00,54
26-01-02 10:00,47
26-01-02 09:00,50
26-01-02 08:00,52
26-01-02 07:00,53
26-01-02 06:00,59
26-01-02 05:00,55
26-01-02 04:00,45
26-01-02 03:00,41
26-01-02 02:00,31
26-01-02 01:00,28
26-01-02 00:00,31
25-01-02 23:00,31
25-01-02 22:00,24
25-01-02 21:00,15
25-01-02 20:00,13
25-01-02 19:00,13
25-01-02 18:00,15
25-01-02 17:00,
25-01-02 16:00,48
25-01-02 15:00,47
25-01-02 14:00,55
25-01-02 13:00,56
25-01-02 12:00,53
25-01-02 11:00,48
25-01-02 10:00,46
25-01-02 09:00,42
25-01-02 08:00,38
25-01-02 07:00,46
25-01-02 06:00,64
25-01-02 05:00,71
25-01-02 04:00,77
25-01-02 03:00,72
25-01-02 02:00,61
25-01-02 01:00,56
25-01-02 00:00,62
24-01-02 23:00,62
24-01-02 22:00,57
24-01-02 21:00,51
24-01-02 20:00,45
24-01-02 19:00,40
24-01-02 18:00,
24-01-02 17:00,
24-01-02 16:00,
24-01-02 15:00,
24-01-02 14:00,
24-01-02 13:00,
24-01-02 12:00,
24-01-02 11:00,31
24-01-02 10:00,
24-01-02 09:00,35
24-01-02 08:00,30
24-01-02 07:00,33
24-01-02 06:00,49
24-01-02 05:00,48
24-01-02 04:00,45
24-01-02 03:00,49
24-01-02 02:00,49
24-01-02 01:00,46
24-01-02 00:00,44
23-01-02 23:00,39
23-01-02 22:00,38
23-01-02 21:00,38
23-01-02 20:00,42
23-01-02 19:00,34
23-01-02 18:00,36
23-01-02 17:00,23
23-01-02 16:00,30
23-01-02 15:00,37
23-01-02 14:00,40
23-01-02 13:00,47
23-01-02 12:00,41
23-01-02 11:00,
23-01-02 10:00,35
23-01-02 09:00,26
23-01-02 08:00,24
23-01-02 07:00,23
23-01-02 06:00,41
23-01-02 05:00,45
23-01-02 04:00,50
23-01-02 03:00,57
23-01-02 02:00,57
23-01-02 01:00,56
23-01-02 00:00,53
22-01-02 23:00,53
22-01-02 22:00,51
22-01-02 21:00,44
22-01-02 20:00,40
22-01-02 19:00,36
22-01-02 18:00,26
22-01-02 17:00,22
22-01-02 16:00,29
22-01-02 15:00,31
22-01-02 14:00,33
22-01-02 13:00,38
22-01-02 12:00,34
22-01-02 11:00,
22-01-02 10:00,22
22-01-02 09:00,15
22-01-02 08:00,11
22-01-02 07:00,17
22-01-02 06:00,29
22-01-02 05:00,32
22-01-02 04:00,33
22-01-02 03:00,33
22-01-02 02:00,31
22-01-02 01:00,28
22-01-02 00:00,27
21-01-02 23:00,28
21-01-02 22:00,28
21-01-02 21:00,26
21-01-02 20:00,19
21-01-02 19:00,19
21-01-02 18:00,15
21-01-02 17:00,15
21-01-02 16:00,18
21-01-02 15:00,21
21-01-02 14:00,21
21-01-02 13:00,15
21-01-02 12:00,
21-01-02 11:00,13
21-01-02 10:00,18
21-01-02 09:00,20
21-01-02 08:00,21
21-01-02 07:00,27
21-01-02 06:00,42
21-01-02 05:00,50
21-01-02 04:00,57
21-01-02 03:00,61
21-01-02 02:00,61
21-01-02 01:00,59
21-01-02 00:00,58
20-01-02 23:00,53
20-01-02 22:00,53
20-01-02 21:00,51
20-01-02 20:00,48
20-01-02 19:00,45
20-01-02 18:00,41
20-01-02 17:00,45
20-01-02 16:00,54
20-01-02 15:00,57
20-01-02 14:00,62
20-01-02 13:00,61
20-01-02 12:00,
20-01-02 11:00,59
20-01-02 10:00,57
20-01-02 09:00,56
20-01-02 08:00,51
20-01-02 07:00,49
20-01-02 06:00,48
20-01-02 05:00,51
20-01-02 04:00,50
20-01-02 03:00,39
20-01-02 02:00,47
20-01-02 01:00,52
20-01-02 00:00,46
19-01-02 23:00,38
19-01-02 22:00,41
19-01-02 21:00,35
19-01-02 20:00,38
19-01-02 19:00,40
19-01-02 18:00,22
19-01-02 17:00,27
19-01-02 16:00,22
19-01-02 15:00,25
19-01-02 14:00,30
19-01-02 13:00,
19-01-02 12:00,26
19-01-02 11:00,23
19-01-02 10:00,19
19-01-02 09:00,12
19-01-02 08:00,9
19-01-02 07:00,10
19-01-02 06:00,7
19-01-02 05:00,6
19-01-02 04:00,9
19-01-02 03:00,9
19-01-02 02:00,9
19-01-02 01:00,8
19-01-02 00:00,8
18-01-02 23:00,9
18-01-02 22:00,11
18-01-02 21:00,15
18-01-02 20:00,10
18-01-02 19:00,10
18-01-02 18:00,12
18-01-02 17:00,12
18-01-02 16:00,15
18-01-02 15:00,22
18-01-02 14:00,19
18-01-02 13:00,
18-01-02 12:00,24
18-01-02 11:00,20
18-01-02 10:00,20
18-01-02 09:00,11
18-01-02 08:00,7
18-01-02 07:00,7
18-01-02 06:00,8
18-01-02 05:00,14
18-01-02 04:00,21
18-01-02 03:00,24
18-01-02 02:00,28
18-01-02 01:00,35
18-01-02 00:00,37
17-01-02 23:00,33
17-01-02 22:00,19
17-01-02 21:00,17
17-01-02 20:00,17
17-01-02 19:00,11
17-01-02 18:00,8
17-01-02 17:00,11
17-01-02 16:00,13
17-01-02 15:00,21
17-01-02 14:00,
17-01-02 13:00,23
17-01-02 12:00,16
17-01-02 11:00,14
17-01-02 10:00,9
17-01-02 09:00,2
17-01-02 08:00,1
17-01-02 07:00,1
17-01-02 06:00,2
17-01-02 05:00,3
17-01-02 04:00,4
17-01-02 03:00,7
17-01-02 02:00,9
17-01-02 01:00,13
17-01-02 00:00,17
16-01-02 23:00,17
16-01-02 22:00,19
16-01-02 21:00,16
16-01-02 20:00,15
16-01-02 19:00,15
16-01-02 18:00,12
16-01-02 17:00,10
16-01-02 16:00,9
16-01-02 15:00,14
16-01-02 14:00,
16-01-02 13:00,18
16-01-02 12:00,17
16-01-02 11:00,12
16-01-02 10:00,4
16-01-02 09:00,1
16-01-02 08:00,1
16-01-02 07:00,3
16-01-02 06:00,4
16-01-02 05:00,2
16-01-02 04:00,1
16-01-02 03:00,2
16-01-02 02:00,2
16-01-02 01:00,4
16-01-02 00:00,3
15-01-02 23:00,1
15-01-02 22:00,2
15-01-02 21:00,1
15-01-02 20:00,4
15-01-02 19:00,7
15-01-02 18:00,8
15-01-02 17:00,15
15-01-02 16:00,24
15-01-02 15:00,
15-01-02 14:00,27
15-01-02 13:00,29
15-01-02 12:00,27
15-01-02 11:00,21
15-01-02 10:00,11
15-01-02 09:00,13
15-01-02 08:00,7
15-01-02 07:00,5
15-01-02 06:00,9
15-01-02 05:00,17
15-01-02 04:00,23
15-01-02 03:00,31
15-01-02 02:00,28
15-01-02 01:00,29
15-01-02 00:00,22
14-01-02 23:00,8
14-01-02 22:00,8
14-01-02 21:00,14
14-01-02 20:00,5
14-01-02 19:00,14
14-01-02 18:00,16
14-01-02 17:00,9
14-01-02 16:00,18
14-01-02 15:00,
14-01-02 14:00,16
14-01-02 13:00,13
14-01-02 12:00,12
14-01-02 11:00,7
14-01-02 10:00,5
14-01-02 09:00,2
14-01-02 08:00,2
14-01-02 07:00,4
14-01-02 06:00,4
14-01-02 05:00,9
14-01-02 04:00,11
14-01-02 03:00,15
14-01-02 02:00,17
14-01-02 01:00,15
14-01-02 00:00,13
13-01-02 23:00,7
13-01-02 22:00,3
13-01-02 21:00,1
13-01-02 20:00,1
13-01-02 19:00,1
13-01-02 18:00,1
13-01-02 17:00,6
13-01-02 16:00,
13-01-02 15:00,28
13-01-02 14:00,23
13-01-02 13:00,15
13-01-02 12:00,12
13-01-02 11:00,12
13-01-02 10:00,11
13-01-02 09:00,6
13-01-02 08:00,1
13-01-02 07:00,1
13-01-02 06:00,1
13-01-02 05:00,1
13-01-02 04:00,1
13-01-02 03:00,1
13-01-02 02:00,1
13-01-02 01:00,1
13-01-02 00:00,1
12-01-02 23:00,1
12-01-02 22:00,1
12-01-02 21:00,1
12-01-02 20:00,1
12-01-02 19:00,2
12-01-02 18:00,3
12-01-02 17:00,5
12-01-02 16:00,
12-01-02 15:00,11
12-01-02 14:00,6
12-01-02 13:00,7
12-01-02 12:00,9
12-01-02 11:00,9
12-01-02 10:00,9
12-01-02 09:00,6
12-01-02 08:00,5
12-01-02 07:00,8
12-01-02 06:00,11
12-01-02 05:00,15
12-01-02 04:00,19
12-01-02 03:00,23
12-01-02 02:00,28
12-01-02 01:00,27
12-01-02 00:00,37
11-01-02 23:00,27
11-01-02 22:00,23
11-01-02 21:00,22
11-01-02 20:00,26
11-01-02 19:00,13
11-01-02 18:00,8
11-01-02 17:00,
11-01-02 16:00,11
11-01-02 15:00,10
11-01-02 14:00,18
11-01-02 13:00,17
11-01-02 12:00,14
11-01-02 11:00,6
11-01-02 10:00,3
11-01-02 09:00,1
11-01-02 08:00,1
11-01-02 07:00,1
11-01-02 06:00,1
11-01-02 05:00,1
11-01-02 04:00,1
11-01-02 03:00,1
11-01-02 02:00,1
11-01-02 01:00,1
11-01-02 00:00,1
10-01-02 23:00,1
10-01-02 22:00,1
10-01-02 21:00,1
10-01-02 20:00,1
10-01-02 19:00,1
10-01-02 18:00,1
10-01-02 17:00,
10-01-02 16:00,5
10-01-02 15:00,10
10-01-02 14:00,11
10-01-02 13:00,9
10-01-02 12:00,5
10-01-02 11:00,5
10-01-02 10:00,3
10-01-02 09:00,1
10-01-02 08:00,1
10-01-02 07:00,1
10-01-02 06:00,1
10-01-02 05:00,1
10-01-02 04:00,1
10-01-02 03:00,1
10-01-02 02:00,1
10-01-02 01:00,1
10-01-02 00:00,1
09-01-02 23:00,1
09-01-02 22:00,1
09-01-02 21:00,1
09-01-02 20:00,1
09-01-02 19:00,1
09-01-02 18:00,
09-01-02 17:00,1
09-01-02 16:00,5
09-01-02 15:00,11
09-01-02 14:00,10
09-01-02 13:00,10
09-01-02 12:00,8
09-01-02 11:00,5
09-01-02 10:00,3
09-01-02 09:00,1
09-01-02 08:00,1
09-01-02 07:00,3
09-01-02 06:00,7
09-01-02 05:00,4
09-01-02 04:00,2
09-01-02 03:00,7
09-01-02 02:00,9
09-01-02 01:00,12
09-01-02 00:00,10
08-01-02 23:00,14
08-01-02 22:00,11
08-01-02 21:00,11
08-01-02 20:00,6
08-01-02 19:00,9
08-01-02 18:00,
08-01-02 17:00,12
08-01-02 16:00,17
08-01-02 15:00,12
08-01-02 14:00,11
08-01-02 13:00,8
08-01-02 12:00,7
08-01-02 11:00,6
08-01-02 10:00,7
08-01-02 09:00,7
08-01-02 08:00,8
08-01-02 07:00,4
08-01-02 06:00,1
08-01-02 05:00,3
08-01-02 04:00,1
08-01-02 03:00,1
08-01-02 02:00,1
08-01-02 01:00,1
08-01-02 00:00,1
07-01-02 23:00,1
07-01-02 22:00,1
07-01-02 21:00,1
07-01-02 20:00,1
07-01-02 19:00,
07-01-02 18:00,1
07-01-02 17:00,1
07-01-02 16:00,5
07-01-02 15:00,9
07-01-02 14:00,3
07-01-02 13:00,4
07-01-02 12:00,3
07-01-02 11:00,1
07-01-02 10:00,1
07-01-02 09:00,1
07-01-02 08:00,1
07-01-02 07:00,1
07-01-02 06:00,3
07-01-02 05:00,5
07-01-02 04:00,9
07-01-02 03:00,8
07-01-02 02:00,10
07-01-02 01:00,6
07-01-02 00:00,9
06-01-02 23:00,13
06-01-02 22:00,20
06-01-02 21:00,29
06-01-02 20:00,30
06-01-02 19:00,
06-01-02 18:00,34
06-01-02 17:00,32
06-01-02 16:00,26
06-01-02 15:00,35
06-01-02 14:00,40
06-01-02 13:00,49
06-01-02 12:00,45
06-01-02 11:00,39
06-01-02 10:00,34
06-01-02 09:00,33
06-01-02 08:00,35
06-01-02 07:00,37
06-01-02 06:00,36
06-01-02 05:00,28
06-01-02 04:00,20
06-01-02 03:00,17
06-01-02 02:00,12
06-01-02 01:00,6
06-01-02 00:00,6
05-01-02 23:00,14
05-01-02 22:00,8
