Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-01-02,33
30-01-02,23
29-01-02,16
28-01-02,6
27-01-02,7
26-01-02,8
25-01-02,14
24-01-02,7
23-01-02,11
22-01-02,14
21-01-02,6
20-01-02,8
19-01-02,16
18-01-02,25
17-01-02,29
16-01-02,38
15-01-02,45
14-01-02,59
13-01-02,37
12-01-02,34
11-01-02,42
10-01-02,52
09-01-02,35
08-01-02,22
07-01-02,15
06-01-02,21
05-01-02,41
04-01-02,49
03-01-02,17
02-01-02,12
01-01-02,24

