Datum Zeit,Freiberg SO2
,µg/m³
01-02-02 00:00,1.0
31-01-02 23:00,1.2
31-01-02 22:00,1.3
31-01-02 21:00,1.4
31-01-02 20:00,1.7
31-01-02 19:00,1.0
31-01-02 18:00,1.0
31-01-02 17:00,1.0
31-01-02 16:00,1.0
31-01-02 15:00,1.0
31-01-02 14:00,1.8
31-01-02 13:00,2.2
31-01-02 12:00,2.8
31-01-02 11:00,3.2
31-01-02 10:00,3.3
31-01-02 09:00,1.6
31-01-02 08:00,2.3
31-01-02 07:00,3.2
31-01-02 06:00,2.0
31-01-02 05:00,1.8
31-01-02 04:00,1.6
31-01-02 03:00,1.0
31-01-02 02:00,1.5
31-01-02 01:00,1.0
31-01-02 00:00,1.0
30-01-02 23:00,1.0
30-01-02 22:00,1.0
30-01-02 21:00,3.3
30-01-02 20:00,8.4
30-01-02 19:00,8.8
30-01-02 18:00,7.5
30-01-02 17:00,1.0
30-01-02 16:00,1.0
30-01-02 15:00,1.0
30-01-02 14:00,1.0
30-01-02 13:00,1.0
30-01-02 12:00,1.0
30-01-02 11:00,1.0
30-01-02 10:00,1.0
30-01-02 09:00,1.0
30-01-02 08:00,1.0
30-01-02 07:00,1.0
30-01-02 06:00,1.0
30-01-02 05:00,1.1
30-01-02 04:00,1.0
30-01-02 03:00,1.0
30-01-02 02:00,1.0
30-01-02 01:00,1.0
30-01-02 00:00,1.6
29-01-02 23:00,2.0
29-01-02 22:00,2.5
29-01-02 21:00,1.6
29-01-02 20:00,2.1
29-01-02 19:00,2.1
29-01-02 18:00,1.7
29-01-02 17:00,2.8
29-01-02 16:00,3.1
29-01-02 15:00,1.2
29-01-02 14:00,1.3
29-01-02 13:00,1.1
29-01-02 12:00,1.0
29-01-02 11:00,1.3
29-01-02 10:00,1.3
29-01-02 09:00,1.0
29-01-02 08:00,1.3
29-01-02 07:00,1.2
29-01-02 06:00,1.1
29-01-02 05:00,1.0
29-01-02 04:00,1.7
29-01-02 03:00,1.6
29-01-02 02:00,1.3
29-01-02 01:00,1.1
29-01-02 00:00,1.0
28-01-02 23:00,1.2
28-01-02 22:00,1.4
28-01-02 21:00,1.1
28-01-02 20:00,1.0
28-01-02 19:00,1.5
28-01-02 18:00,1.0
28-01-02 17:00,1.1
28-01-02 16:00,1.0
28-01-02 15:00,1.0
28-01-02 14:00,1.0
28-01-02 13:00,1.0
28-01-02 12:00,1.0
28-01-02 11:00,1.0
28-01-02 10:00,1.0
28-01-02 09:00,1.1
28-01-02 08:00,1.1
28-01-02 07:00,1.0
28-01-02 06:00,1.0
28-01-02 05:00,1.0
28-01-02 04:00,1.0
28-01-02 03:00,1.0
28-01-02 02:00,1.0
28-01-02 01:00,1.0
28-01-02 00:00,
27-01-02 23:00,1.0
27-01-02 22:00,1.0
27-01-02 21:00,1.5
27-01-02 20:00,1.6
27-01-02 19:00,1.1
27-01-02 18:00,1.0
27-01-02 17:00,1.2
27-01-02 16:00,1.0
27-01-02 15:00,1.0
27-01-02 14:00,1.0
27-01-02 13:00,1.0
27-01-02 12:00,1.0
27-01-02 11:00,1.0
27-01-02 10:00,1.0
27-01-02 09:00,1.0
27-01-02 08:00,1.0
27-01-02 07:00,1.0
27-01-02 06:00,1.0
27-01-02 05:00,1.0
27-01-02 04:00,1.0
27-01-02 03:00,1.0
27-01-02 02:00,1.0
27-01-02 01:00,1.0
27-01-02 00:00,
26-01-02 23:00,1.0
26-01-02 22:00,1.0
26-01-02 21:00,1.4
26-01-02 20:00,1.5
26-01-02 19:00,1.2
26-01-02 18:00,1.0
26-01-02 17:00,1.0
26-01-02 16:00,1.1
26-01-02 15:00,1.4
26-01-02 14:00,1.0
26-01-02 13:00,1.5
26-01-02 12:00,1.5
26-01-02 11:00,1.0
26-01-02 10:00,1.7
26-01-02 09:00,1.0
26-01-02 08:00,1.0
26-01-02 07:00,1.0
26-01-02 06:00,1.0
26-01-02 05:00,1.0
26-01-02 04:00,1.1
26-01-02 03:00,1.5
26-01-02 02:00,2.4
26-01-02 01:00,4.0
26-01-02 00:00,5.2
25-01-02 23:00,4.1
25-01-02 22:00,4.0
25-01-02 21:00,3.6
25-01-02 20:00,4.4
25-01-02 19:00,3.0
25-01-02 18:00,3.9
25-01-02 17:00,6.7
25-01-02 16:00,3.2
25-01-02 15:00,1.5
25-01-02 14:00,1.7
25-01-02 13:00,1.4
25-01-02 12:00,2.0
25-01-02 11:00,2.2
25-01-02 10:00,2.9
25-01-02 09:00,2.0
25-01-02 08:00,1.5
25-01-02 07:00,2.0
25-01-02 06:00,1.5
25-01-02 05:00,1.2
25-01-02 04:00,1.0
25-01-02 03:00,1.8
25-01-02 02:00,2.6
25-01-02 01:00,2.0
25-01-02 00:00,
24-01-02 23:00,1.0
24-01-02 22:00,1.0
24-01-02 21:00,1.0
24-01-02 20:00,1.0
24-01-02 19:00,1.0
24-01-02 18:00,1.0
24-01-02 17:00,1.0
24-01-02 16:00,1.0
24-01-02 15:00,1.0
24-01-02 14:00,1.0
24-01-02 13:00,1.0
24-01-02 12:00,1.0
24-01-02 11:00,2.5
24-01-02 10:00,1.6
24-01-02 09:00,1.0
24-01-02 08:00,1.0
24-01-02 07:00,1.3
24-01-02 06:00,1.0
24-01-02 05:00,1.0
24-01-02 04:00,1.0
24-01-02 03:00,1.0
24-01-02 02:00,1.0
24-01-02 01:00,2.1
24-01-02 00:00,8.8
23-01-02 23:00,9.8
23-01-02 22:00,8.7
23-01-02 21:00,5.9
23-01-02 20:00,6.2
23-01-02 19:00,6.5
23-01-02 18:00,7.2
23-01-02 17:00,7.9
23-01-02 16:00,4.0
23-01-02 15:00,3.5
23-01-02 14:00,2.8
23-01-02 13:00,1.7
23-01-02 12:00,2.0
23-01-02 11:00,2.6
23-01-02 10:00,2.4
23-01-02 09:00,2.7
23-01-02 08:00,3.2
23-01-02 07:00,2.9
23-01-02 06:00,2.7
23-01-02 05:00,3.1
23-01-02 04:00,2.9
23-01-02 03:00,2.3
23-01-02 02:00,2.7
23-01-02 01:00,2.3
23-01-02 00:00,
22-01-02 23:00,1.0
22-01-02 22:00,1.0
22-01-02 21:00,1.0
22-01-02 20:00,1.1
22-01-02 19:00,1.0
22-01-02 18:00,1.0
22-01-02 17:00,1.8
22-01-02 16:00,1.6
22-01-02 15:00,1.0
22-01-02 14:00,1.2
22-01-02 13:00,1.1
22-01-02 12:00,1.3
22-01-02 11:00,2.5
22-01-02 10:00,2.3
22-01-02 09:00,2.6
22-01-02 08:00,1.4
22-01-02 07:00,1.0
22-01-02 06:00,1.0
22-01-02 05:00,1.0
22-01-02 04:00,1.0
22-01-02 03:00,1.0
22-01-02 02:00,1.0
22-01-02 01:00,1.2
22-01-02 00:00,3.2
21-01-02 23:00,3.8
21-01-02 22:00,3.5
21-01-02 21:00,3.9
21-01-02 20:00,4.3
21-01-02 19:00,4.2
21-01-02 18:00,
21-01-02 17:00,5.0
21-01-02 16:00,4.2
21-01-02 15:00,4.4
21-01-02 14:00,5.2
21-01-02 13:00,5.2
21-01-02 12:00,5.2
21-01-02 11:00,4.6
21-01-02 10:00,4.3
21-01-02 09:00,4.7
21-01-02 08:00,4.0
21-01-02 07:00,3.6
21-01-02 06:00,3.9
21-01-02 05:00,3.3
21-01-02 04:00,3.4
21-01-02 03:00,2.6
21-01-02 02:00,3.4
21-01-02 01:00,2.7
21-01-02 00:00,1.0
20-01-02 23:00,1.1
20-01-02 22:00,1.5
20-01-02 21:00,1.7
20-01-02 20:00,1.3
20-01-02 19:00,
20-01-02 18:00,1.7
20-01-02 17:00,1.4
20-01-02 16:00,1.5
20-01-02 15:00,2.4
20-01-02 14:00,2.0
20-01-02 13:00,3.0
20-01-02 12:00,2.8
20-01-02 11:00,3.7
20-01-02 10:00,3.2
20-01-02 09:00,1.9
20-01-02 08:00,2.4
20-01-02 07:00,2.0
20-01-02 06:00,2.8
20-01-02 05:00,1.8
20-01-02 04:00,2.0
20-01-02 03:00,1.5
20-01-02 02:00,1.3
20-01-02 01:00,1.3
20-01-02 00:00,1.0
19-01-02 23:00,1.0
19-01-02 22:00,1.0
19-01-02 21:00,1.0
19-01-02 20:00,1.0
19-01-02 19:00,
19-01-02 18:00,1.0
19-01-02 17:00,1.0
19-01-02 16:00,1.0
19-01-02 15:00,1.0
19-01-02 14:00,1.0
19-01-02 13:00,1.3
19-01-02 12:00,1.4
