Datum Zeit,Plauen-Sued O3
,µg/m³
01-02-02 00:00,17
31-01-02 23:00,12
31-01-02 22:00,8
31-01-02 21:00,6
31-01-02 20:00,8
31-01-02 19:00,6
31-01-02 18:00,32
31-01-02 17:00,48
31-01-02 16:00,59
31-01-02 15:00,61
31-01-02 14:00,55
31-01-02 13:00,53
31-01-02 12:00,50
31-01-02 11:00,47
31-01-02 10:00,30
31-01-02 09:00,19
31-01-02 08:00,20
31-01-02 07:00,21
31-01-02 06:00,
31-01-02 05:00,28
31-01-02 04:00,32
31-01-02 03:00,33
31-01-02 02:00,32
31-01-02 01:00,31
31-01-02 00:00,32
30-01-02 23:00,32
30-01-02 22:00,30
30-01-02 21:00,26
30-01-02 20:00,28
30-01-02 19:00,27
30-01-02 18:00,30
30-01-02 17:00,23
30-01-02 16:00,37
30-01-02 15:00,49
30-01-02 14:00,37
30-01-02 13:00,48
30-01-02 12:00,35
30-01-02 11:00,33
30-01-02 10:00,27
30-01-02 09:00,18
30-01-02 08:00,19
30-01-02 07:00,
30-01-02 06:00,48
30-01-02 05:00,53
30-01-02 04:00,56
30-01-02 03:00,51
30-01-02 02:00,52
30-01-02 01:00,51
30-01-02 00:00,46
29-01-02 23:00,44
29-01-02 22:00,43
29-01-02 21:00,37
29-01-02 20:00,24
29-01-02 19:00,21
29-01-02 18:00,23
29-01-02 17:00,50
29-01-02 16:00,63
29-01-02 15:00,69
29-01-02 14:00,56
29-01-02 13:00,60
29-01-02 12:00,62
29-01-02 11:00,60
29-01-02 10:00,62
29-01-02 09:00,63
29-01-02 08:00,56
29-01-02 07:00,
29-01-02 06:00,67
29-01-02 05:00,68
29-01-02 04:00,69
29-01-02 03:00,71
29-01-02 02:00,72
29-01-02 01:00,71
29-01-02 00:00,71
28-01-02 23:00,72
28-01-02 22:00,72
28-01-02 21:00,73
28-01-02 20:00,66
28-01-02 19:00,66
28-01-02 18:00,56
28-01-02 17:00,59
28-01-02 16:00,53
28-01-02 15:00,55
28-01-02 14:00,55
28-01-02 13:00,64
28-01-02 12:00,62
28-01-02 11:00,56
28-01-02 10:00,55
28-01-02 09:00,61
28-01-02 08:00,
28-01-02 07:00,56
28-01-02 06:00,55
28-01-02 05:00,54
28-01-02 04:00,46
28-01-02 03:00,33
28-01-02 02:00,26
28-01-02 01:00,32
28-01-02 00:00,15
27-01-02 23:00,4
27-01-02 22:00,7
27-01-02 21:00,30
27-01-02 20:00,14
27-01-02 19:00,31
27-01-02 18:00,31
27-01-02 17:00,45
27-01-02 16:00,57
27-01-02 15:00,58
27-01-02 14:00,61
27-01-02 13:00,70
27-01-02 12:00,72
27-01-02 11:00,75
27-01-02 10:00,80
27-01-02 09:00,85
27-01-02 08:00,
27-01-02 07:00,80
27-01-02 06:00,79
27-01-02 05:00,78
27-01-02 04:00,78
27-01-02 03:00,79
27-01-02 02:00,80
27-01-02 01:00,78
27-01-02 00:00,74
26-01-02 23:00,73
26-01-02 22:00,72
26-01-02 21:00,73
26-01-02 20:00,73
26-01-02 19:00,68
26-01-02 18:00,67
26-01-02 17:00,61
26-01-02 16:00,65
26-01-02 15:00,69
26-01-02 14:00,62
26-01-02 13:00,61
26-01-02 12:00,64
26-01-02 11:00,63
26-01-02 10:00,62
26-01-02 09:00,
26-01-02 08:00,56
26-01-02 07:00,60
26-01-02 06:00,62
26-01-02 05:00,59
26-01-02 04:00,52
26-01-02 03:00,46
26-01-02 02:00,45
26-01-02 01:00,44
26-01-02 00:00,35
25-01-02 23:00,27
25-01-02 22:00,30
25-01-02 21:00,27
25-01-02 20:00,19
25-01-02 19:00,10
25-01-02 18:00,8
25-01-02 17:00,41
25-01-02 16:00,58
25-01-02 15:00,59
25-01-02 14:00,69
25-01-02 13:00,65
25-01-02 12:00,59
25-01-02 11:00,62
25-01-02 10:00,56
25-01-02 09:00,
25-01-02 08:00,20
25-01-02 07:00,58
25-01-02 06:00,73
25-01-02 05:00,79
25-01-02 04:00,78
25-01-02 03:00,45
25-01-02 02:00,49
25-01-02 01:00,55
25-01-02 00:00,61
24-01-02 23:00,60
24-01-02 22:00,62
24-01-02 21:00,57
24-01-02 20:00,50
24-01-02 19:00,46
24-01-02 18:00,43
24-01-02 17:00,46
24-01-02 16:00,39
24-01-02 15:00,52
24-01-02 14:00,52
24-01-02 13:00,55
24-01-02 12:00,55
24-01-02 11:00,44
24-01-02 10:00,
24-01-02 09:00,31
24-01-02 08:00,37
24-01-02 07:00,39
24-01-02 06:00,55
24-01-02 05:00,62
24-01-02 04:00,64
24-01-02 03:00,57
24-01-02 02:00,52
24-01-02 01:00,55
24-01-02 00:00,56
23-01-02 23:00,48
23-01-02 22:00,41
23-01-02 21:00,42
23-01-02 20:00,38
23-01-02 19:00,34
23-01-02 18:00,35
23-01-02 17:00,37
23-01-02 16:00,46
23-01-02 15:00,47
23-01-02 14:00,47
23-01-02 13:00,49
23-01-02 12:00,41
23-01-02 11:00,46
23-01-02 10:00,
23-01-02 09:00,38
23-01-02 08:00,40
23-01-02 07:00,34
23-01-02 06:00,45
23-01-02 05:00,48
23-01-02 04:00,60
23-01-02 03:00,61
23-01-02 02:00,61
23-01-02 01:00,63
23-01-02 00:00,62
22-01-02 23:00,60
22-01-02 22:00,50
22-01-02 21:00,49
22-01-02 20:00,48
22-01-02 19:00,42
22-01-02 18:00,49
22-01-02 17:00,37
22-01-02 16:00,33
22-01-02 15:00,23
22-01-02 14:00,39
22-01-02 13:00,51
22-01-02 12:00,45
22-01-02 11:00,
22-01-02 10:00,46
22-01-02 09:00,45
22-01-02 08:00,33
22-01-02 07:00,35
22-01-02 06:00,38
22-01-02 05:00,40
22-01-02 04:00,37
22-01-02 03:00,45
22-01-02 02:00,41
22-01-02 01:00,35
22-01-02 00:00,28
21-01-02 23:00,24
21-01-02 22:00,28
21-01-02 21:00,25
21-01-02 20:00,20
21-01-02 19:00,15
21-01-02 18:00,18
21-01-02 17:00,27
21-01-02 16:00,26
21-01-02 15:00,36
21-01-02 14:00,35
21-01-02 13:00,40
21-01-02 12:00,42
21-01-02 11:00,40
21-01-02 10:00,40
21-01-02 09:00,40
21-01-02 08:00,43
21-01-02 07:00,47
21-01-02 06:00,55
21-01-02 05:00,57
21-01-02 04:00,59
21-01-02 03:00,66
21-01-02 02:00,67
21-01-02 01:00,63
21-01-02 00:00,61
20-01-02 23:00,59
20-01-02 22:00,60
20-01-02 21:00,58
20-01-02 20:00,55
20-01-02 19:00,55
20-01-02 18:00,51
20-01-02 17:00,43
20-01-02 16:00,58
20-01-02 15:00,63
20-01-02 14:00,61
20-01-02 13:00,62
20-01-02 12:00,59
20-01-02 11:00,69
20-01-02 10:00,62
20-01-02 09:00,72
20-01-02 08:00,61
20-01-02 07:00,52
20-01-02 06:00,54
20-01-02 05:00,59
20-01-02 04:00,59
20-01-02 03:00,55
20-01-02 02:00,52
20-01-02 01:00,48
20-01-02 00:00,53
19-01-02 23:00,52
19-01-02 22:00,48
19-01-02 21:00,47
19-01-02 20:00,48
19-01-02 19:00,49
19-01-02 18:00,43
19-01-02 17:00,47
19-01-02 16:00,46
19-01-02 15:00,45
19-01-02 14:00,32
19-01-02 13:00,38
19-01-02 12:00,36
19-01-02 11:00,35
19-01-02 10:00,33
19-01-02 09:00,30
19-01-02 08:00,20
19-01-02 07:00,15
19-01-02 06:00,9
19-01-02 05:00,6
19-01-02 04:00,7
19-01-02 03:00,5
19-01-02 02:00,5
19-01-02 01:00,5
19-01-02 00:00,7
18-01-02 23:00,10
18-01-02 22:00,14
18-01-02 21:00,15
18-01-02 20:00,15
18-01-02 19:00,15
18-01-02 18:00,15
18-01-02 17:00,19
18-01-02 16:00,21
18-01-02 15:00,23
18-01-02 14:00,32
18-01-02 13:00,37
18-01-02 12:00,37
18-01-02 11:00,34
18-01-02 10:00,36
18-01-02 09:00,30
18-01-02 08:00,24
18-01-02 07:00,26
18-01-02 06:00,31
18-01-02 05:00,31
18-01-02 04:00,37
18-01-02 03:00,41
18-01-02 02:00,43
18-01-02 01:00,46
18-01-02 00:00,49
17-01-02 23:00,51
17-01-02 22:00,52
17-01-02 21:00,46
17-01-02 20:00,39
17-01-02 19:00,32
17-01-02 18:00,28
17-01-02 17:00,28
17-01-02 16:00,30
17-01-02 15:00,35
17-01-02 14:00,32
17-01-02 13:00,26
17-01-02 12:00,26
17-01-02 11:00,17
17-01-02 10:00,17
17-01-02 09:00,12
17-01-02 08:00,7
17-01-02 07:00,8
17-01-02 06:00,9
17-01-02 05:00,10
17-01-02 04:00,11
17-01-02 03:00,13
17-01-02 02:00,13
17-01-02 01:00,15
17-01-02 00:00,17
16-01-02 23:00,18
16-01-02 22:00,22
16-01-02 21:00,25
16-01-02 20:00,18
16-01-02 19:00,17
16-01-02 18:00,18
16-01-02 17:00,20
16-01-02 16:00,22
16-01-02 15:00,29
16-01-02 14:00,44
16-01-02 13:00,39
16-01-02 12:00,38
16-01-02 11:00,32
16-01-02 10:00,31
16-01-02 09:00,38
16-01-02 08:00,22
16-01-02 07:00,24
16-01-02 06:00,28
16-01-02 05:00,33
16-01-02 04:00,31
16-01-02 03:00,36
16-01-02 02:00,37
16-01-02 01:00,43
16-01-02 00:00,44
15-01-02 23:00,42
15-01-02 22:00,47
15-01-02 21:00,48
15-01-02 20:00,41
15-01-02 19:00,42
15-01-02 18:00,41
15-01-02 17:00,43
15-01-02 16:00,42
15-01-02 15:00,45
15-01-02 14:00,43
15-01-02 13:00,41
15-01-02 12:00,42
15-01-02 11:00,40
15-01-02 10:00,46
15-01-02 09:00,37
15-01-02 08:00,38
15-01-02 07:00,45
15-01-02 06:00,47
15-01-02 05:00,46
15-01-02 04:00,47
15-01-02 03:00,48
15-01-02 02:00,49
15-01-02 01:00,53
15-01-02 00:00,47
14-01-02 23:00,45
14-01-02 22:00,43
14-01-02 21:00,30
14-01-02 20:00,23
14-01-02 19:00,16
14-01-02 18:00,29
14-01-02 17:00,42
14-01-02 16:00,49
14-01-02 15:00,49
14-01-02 14:00,53
14-01-02 13:00,50
14-01-02 12:00,44
14-01-02 11:00,47
14-01-02 10:00,41
14-01-02 09:00,39
14-01-02 08:00,33
14-01-02 07:00,27
14-01-02 06:00,30
14-01-02 05:00,26
14-01-02 04:00,38
14-01-02 03:00,43
14-01-02 02:00,44
14-01-02 01:00,40
14-01-02 00:00,40
13-01-02 23:00,40
13-01-02 22:00,44
13-01-02 21:00,42
13-01-02 20:00,35
13-01-02 19:00,18
13-01-02 18:00,5
13-01-02 17:00,17
13-01-02 16:00,32
13-01-02 15:00,32
13-01-02 14:00,29
13-01-02 13:00,29
13-01-02 12:00,24
13-01-02 11:00,15
13-01-02 10:00,8
13-01-02 09:00,8
13-01-02 08:00,4
13-01-02 07:00,4
13-01-02 06:00,6
13-01-02 05:00,6
13-01-02 04:00,6
13-01-02 03:00,6
13-01-02 02:00,8
13-01-02 01:00,10
13-01-02 00:00,9
12-01-02 23:00,9
12-01-02 22:00,9
12-01-02 21:00,9
12-01-02 20:00,9
12-01-02 19:00,9
12-01-02 18:00,7
12-01-02 17:00,10
12-01-02 16:00,21
12-01-02 15:00,16
12-01-02 14:00,19
12-01-02 13:00,19
12-01-02 12:00,19
12-01-02 11:00,19
12-01-02 10:00,19
12-01-02 09:00,21
12-01-02 08:00,10
12-01-02 07:00,11
12-01-02 06:00,11
12-01-02 05:00,11
12-01-02 04:00,15
12-01-02 03:00,19
12-01-02 02:00,21
12-01-02 01:00,23
12-01-02 00:00,22
11-01-02 23:00,16
11-01-02 22:00,16
11-01-02 21:00,14
11-01-02 20:00,16
11-01-02 19:00,13
11-01-02 18:00,14
11-01-02 17:00,16
11-01-02 16:00,19
11-01-02 15:00,26
11-01-02 14:00,32
11-01-02 13:00,36
11-01-02 12:00,29
11-01-02 11:00,24
11-01-02 10:00,28
11-01-02 09:00,20
11-01-02 08:00,15
11-01-02 07:00,
11-01-02 06:00,
11-01-02 05:00,
11-01-02 04:00,
11-01-02 03:00,
11-01-02 02:00,
11-01-02 01:00,
11-01-02 00:00,
10-01-02 23:00,
10-01-02 22:00,
10-01-02 21:00,
10-01-02 20:00,
10-01-02 19:00,
10-01-02 18:00,
10-01-02 17:00,
10-01-02 16:00,
10-01-02 15:00,
10-01-02 14:00,
10-01-02 13:00,
10-01-02 12:00,25
10-01-02 11:00,22
10-01-02 10:00,20
10-01-02 09:00,12
10-01-02 08:00,8
10-01-02 07:00,10
10-01-02 06:00,14
10-01-02 05:00,14
10-01-02 04:00,13
10-01-02 03:00,15
10-01-02 02:00,13
10-01-02 01:00,15
10-01-02 00:00,13
09-01-02 23:00,14
09-01-02 22:00,13
09-01-02 21:00,10
09-01-02 20:00,11
09-01-02 19:00,10
09-01-02 18:00,11
09-01-02 17:00,12
09-01-02 16:00,17
09-01-02 15:00,19
09-01-02 14:00,27
09-01-02 13:00,22
09-01-02 12:00,23
09-01-02 11:00,27
09-01-02 10:00,26
09-01-02 09:00,17
09-01-02 08:00,7
09-01-02 07:00,9
09-01-02 06:00,17
09-01-02 05:00,18
09-01-02 04:00,18
09-01-02 03:00,18
09-01-02 02:00,16
09-01-02 01:00,13
09-01-02 00:00,12
08-01-02 23:00,13
08-01-02 22:00,19
08-01-02 21:00,18
08-01-02 20:00,17
08-01-02 19:00,16
08-01-02 18:00,16
08-01-02 17:00,13
08-01-02 16:00,19
08-01-02 15:00,18
08-01-02 14:00,23
08-01-02 13:00,21
08-01-02 12:00,20
08-01-02 11:00,15
08-01-02 10:00,17
08-01-02 09:00,11
08-01-02 08:00,14
08-01-02 07:00,15
08-01-02 06:00,22
08-01-02 05:00,19
08-01-02 04:00,19
08-01-02 03:00,25
08-01-02 02:00,29
08-01-02 01:00,28
08-01-02 00:00,18
07-01-02 23:00,12
07-01-02 22:00,12
07-01-02 21:00,5
07-01-02 20:00,9
07-01-02 19:00,6
07-01-02 18:00,4
07-01-02 17:00,5
07-01-02 16:00,9
07-01-02 15:00,11
07-01-02 14:00,17
07-01-02 13:00,
07-01-02 12:00,6
07-01-02 11:00,4
07-01-02 10:00,4
07-01-02 09:00,4
07-01-02 08:00,4
07-01-02 07:00,4
07-01-02 06:00,
07-01-02 05:00,4
