Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-01-02,34
30-01-02,25
29-01-02,20
28-01-02,11
27-01-02,13
26-01-02,11
25-01-02,26
24-01-02,15
23-01-02,23
22-01-02,19
21-01-02,9
20-01-02,12
19-01-02,23
18-01-02,33
17-01-02,38
16-01-02,53
15-01-02,40
14-01-02,33
13-01-02,44
12-01-02,48
11-01-02,45
10-01-02,46
09-01-02,34
08-01-02,30
07-01-02,35
06-01-02,33
05-01-02,59
04-01-02,64
03-01-02,22
02-01-02,21
01-01-02,47

