Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-10-01,,,,,,,,9.81,,,,,,,,
2018-10-01,01:00,,1010,60.6,1,10,,,11,,,,0,8.4,2.6,211
2018-10-01,02:00,,1009,64.9,1,11,,,12,,,,0,7.7,2.5,225
2018-10-01,03:00,,1009,69.8,1,10,,,11,,,,0,6.6,1.9,229
2018-10-01,04:00,,1009,71.8,1,12,,,11,,,,0,6.0,1.1,235
2018-10-01,05:00,,1009,71.7,1,11,,,12,,,,0,5.6,1.4,232
2018-10-01,06:00,,1009,75.9,1,16,,,11,,,,0,5.1,1.4,243
2018-10-01,07:00,,1009,72.9,1,17,,,12,,,,23,5.8,1.2,282
2018-10-01,08:00,,1010,68.3,2,15,,,13,,,,145,7.4,1.3,267
2018-10-01,09:00,,1011,64.1,2,13,,,12,,,,184,8.6,1.6,293
2018-10-01,10:00,,1011,63.2,3,13,,,18,,,,281,9.7,1.8,307
2018-10-01,11:00,,1011,66.3,2,11,,,21,,,,252,9.8,3.2,315
2018-10-01,12:00,,1012,67.9,1,7,,,20,,,,332,10.2,4.1,305
2018-10-01,13:00,,1012,70.1,1,6,,,16,,,,237,10.6,4.5,309
2018-10-01,14:00,,1012,80.9,1,8,,,13,,,,36,8.9,4.5,306
2018-10-01,15:00,,1012,86.6,1,6,,,10,,,,81,8.0,3.4,293
2018-10-01,16:00,,1012,82.2,2,8,,,8,,,,47,8.5,2.0,287
2018-10-01,17:00,,1013,78.0,10,10,,,11,,,,85,9.3,1.8,260
2018-10-01,18:00,,1013,75.7,1,8,,,10,,,,15,9.1,1.5,266
2018-10-01,19:00,,1014,79.0,1,5,,,11,,,,0,7.6,4.4,294
2018-10-01,20:00,,1015,89.8,1,3,,,5,,,,0,6.1,3.3,288
2018-10-01,21:00,,1015,89.9,1,4,,,3,,,,0,6.0,3.2,287
2018-10-01,22:00,,1016,89.0,1,4,,,3,,,,0,6.0,3.5,290
2018-10-01,23:00,,1016,87.6,1,3,,,3,,,,0,5.8,3.3,292
2018-10-02,,,,,,,,6.31,,,,,,,,
2018-10-02,00:00,,1017,87.2,1,3,,,3,,,,0,5.3,2.8,280
2018-10-02,01:00,,1017,86.7,1,3,,,5,,,,0,5.0,2.3,277
2018-10-02,02:00,,1017,88.2,1,3,,,5,,,,0,4.6,2.4,245
2018-10-02,03:00,,1017,88.3,1,3,,,6,,,,0,4.6,2.4,250
2018-10-02,04:00,,1017,88.3,1,3,,,7,,,,0,4.7,2.8,271
