Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-10-01,,,,,,,,15.63,,,,,,,,
2018-10-01,01:00,,1013,72.4,4,27,,,14,,,,1,7.4,0.5,192
2018-10-01,02:00,,1013,73.1,6,31,,,15,,,,1,7.6,0.2,161
2018-10-01,03:00,,1013,75.8,2,22,,,15,,,,1,7.4,0.2,188
2018-10-01,04:00,,1012,74.8,15,31,,,15,,,,1,7.5,0.2,161
2018-10-01,05:00,,1012,79.1,38,39,,,15,,,,1,6.9,0.2,168
2018-10-01,06:00,,1012,82.6,73,40,,,20,,,,1,6.5,0.2,162
2018-10-01,07:00,,1012,81.7,102,45,,,24,,,,23,6.5,0.3,152
2018-10-01,08:00,,1013,74.2,89,45,,,30,,,,110,8.2,0.4,173
2018-10-01,09:00,,,,23,28,,,,,,,,,,
2018-10-01,10:00,,,,26,31,,,,,,,,,,
2018-10-01,11:00,,,,16,26,,,,,,,,,,
2018-10-01,13:00,,,,20,26,,,,,,,,,,
2018-10-01,15:00,,1014,79.9,20,26,,,15,,,,59,11.4,0.7,321
2018-10-01,16:00,,1014,76.9,21,31,,,13,,,,40,11.4,0.5,287
2018-10-01,17:00,,1015,77.5,20,29,,,13,,,,34,11.1,0.7,216
2018-10-01,18:00,,1015,75.7,11,25,,,11,,,,17,10.9,0.7,215
2018-10-01,19:00,,1016,78.5,10,28,,,11,,,,3,10.2,0.7,234
2018-10-01,20:00,,1017,85.9,9,19,,,10,,,,3,8.8,0.7,329
2018-10-01,21:00,,1017,85.3,5,13,,,4,,,,3,8.8,0.7,228
2018-10-01,22:00,,1018,84.3,4,13,,,4,,,,3,8.7,0.6,246
2018-10-01,23:00,,1018,81.9,2,9,,,4,,,,3,8.6,0.6,244
2018-10-02,,,,,,,,7.75,,,,,,,,
2018-10-02,00:00,,1018,80.5,2,9,,,3,,,,3,8.3,0.6,261
2018-10-02,01:00,,1019,81.7,3,7,,,4,,,,3,7.2,0.7,222
2018-10-02,02:00,,1019,82.4,1,6,,,3,,,,3,6.8,0.8,221
2018-10-02,03:00,,1019,82.9,1,5,,,4,,,,3,6.8,0.9,227
2018-10-02,04:00,,1019,85.7,2,7,,,6,,,,3,6.5,1.1,223
2018-10-02,05:00,,1019,84.5,7,13,,,6,,,,3,6.8,0.9,221
2018-10-02,06:00,,1019,83.1,22,24,,,8,,,,3,6.7,0.9,222
2018-10-02,07:00,,1019,81.1,32,36,,,14,,,,14,6.7,0.8,217
2018-10-02,08:00,,1020,77.2,13,22,,,14,,,,69,7.2,0.9,216
2018-10-02,09:00,,1020,67.5,12,17,,,10,,,,189,9.1,1.3,217
2018-10-02,10:00,,1020,60.1,10,13,,,9,,,,301,10.0,2.0,218
2018-10-02,11:00,,1019,58.8,8,11,,,9,,,,348,10.4,2.4,217
2018-10-02,12:00,,1019,59.9,9,11,,,8,,,,251,10.4,2.7,221
2018-10-02,13:00,,1019,67.9,9,14,,,13,,,,121,9.1,2.3,214
2018-10-02,14:00,,1018,69.6,7,15,,,12,,,,135,9.1,2.7,211
2018-10-02,15:00,,1017,72.2,7,15,,,6,,,,103,8.8,2.6,215
2018-10-02,16:00,,1016,72.0,8,15,,,9,,,,51,8.8,2.8,213
2018-10-02,17:00,,1016,71.1,6,13,,,8,,,,26,9.0,2.8,213
2018-10-02,18:00,,1015,73.8,5,12,,,6,,,,11,8.9,3.4,218
2018-10-02,19:00,,1016,81.4,4,12,,,8,,,,3,8.4,2.6,218
2018-10-02,20:00,,1016,81.3,3,11,,,5,,,,3,8.7,2.2,222
2018-10-02,21:00,,1016,78.1,2,10,,,4,,,,3,9.4,2.0,219
2018-10-02,22:00,,1016,78.9,2,9,,,4,,,,3,9.7,2.1,218
2018-10-02,23:00,,1017,79.0,2,10,,,4,,,,3,10.0,1.6,218
2018-10-03,,,,,,,,11.27,,,,,,,,
2018-10-03,00:00,,1016,79.4,1,9,,,5,,,,3,10.2,1.8,216
2018-10-03,01:00,,1016,80.9,1,8,,,6,,,,3,9.9,1.7,218
2018-10-03,02:00,,1017,79.6,1,8,,,7,,,,3,9.9,0.7,224
2018-10-03,03:00,,1017,76.6,2,10,,,9,,,,3,10.8,0.3,227
2018-10-03,04:00,,1017,73.4,1,9,,,8,,,,3,11.3,0.5,230
2018-10-03,05:00,,1017,76.2,4,14,,,10,,,,3,11.2,0.3,240
2018-10-03,06:00,,1018,67.7,2,8,,,11,,,,3,11.1,1.2,348
2018-10-03,07:00,,1019,62.2,2,8,,,12,,,,18,10.9,0.6,247
2018-10-03,08:00,,1019,62.5,3,8,,,11,,,,51,11.2,1.0,221
2018-10-03,09:00,,1020,60.4,4,8,,,11,,,,92,12.1,1.1,226
2018-10-03,10:00,,1020,54.3,5,8,,,12,,,,224,13.7,1.4,231
2018-10-03,11:00,,1020,52.4,4,9,,,13,,,,151,13.7,1.5,306
2018-10-03,12:00,,1021,50.3,3,6,,,13,,,,219,14.2,1.8,345
2018-10-03,13:00,,1022,50.2,5,7,,,10,,,,215,14.3,1.7,347
2018-10-03,14:00,,1022,46.4,4,7,,,14,,,,299,15.5,1.6,331
2018-10-03,15:00,,1022,42.5,4,6,,,14,,,,373,16.7,1.9,344
2018-10-03,16:00,,1023,42.6,5,9,,,11,,,,213,16.4,1.2,346
2018-10-03,17:00,,1023,47.7,5,11,,,6,,,,50,14.4,1.1,358
2018-10-03,18:00,,1024,50.9,8,19,,,9,,,,11,13.6,0.6,359
2018-10-03,19:00,,1025,55.5,10,22,,,10,,,,3,12.3,0.5,221
2018-10-03,20:00,,1025,58.8,5,18,,,14,,,,3,11.4,0.6,223
2018-10-03,21:00,,1026,60.3,5,17,,,12,,,,3,10.9,0.5,216
2018-10-03,22:00,,1026,63.2,5,13,,,12,,,,3,9.8,0.7,217
2018-10-03,23:00,,1027,67.3,1,10,,,11,,,,3,8.8,1.0,224
2018-10-04,,,,,,,,18.02,,,,,,,,
2018-10-04,00:00,,1026,70.2,1,15,,,11,,,,3,8.1,0.7,219
2018-10-04,01:00,,1027,73.7,6,21,,,11,,,,3,7.7,0.4,170
2018-10-04,02:00,,1027,74.4,1,11,,,10,,,,3,7.3,0.6,198
2018-10-04,03:00,,1027,73.8,1,9,,,9,,,,3,7.5,0.6,200
2018-10-04,04:00,,1027,78.4,4,21,,,10,,,,3,7.1,0.5,176
2018-10-04,05:00,,1027,77.0,19,37,,,14,,,,3,7.7,0.5,184
2018-10-04,06:00,,1027,74.6,26,36,,,16,,,,3,7.7,0.6,200
2018-10-04,07:00,,1027,76.7,60,49,,,15,,,,14,7.2,0.4,205
2018-10-04,08:00,,1028,70.7,43,45,,,23,,,,59,8.8,0.5,209
2018-10-04,09:00,,1028,62.6,26,34,,,22,,,,184,11.6,0.8,212
2018-10-04,10:00,,1028,58.0,16,22,,,21,,,,317,13.7,1.0,216
2018-10-04,11:00,,1028,51.6,17,23,,,26,,,,476,16.3,1.0,220
2018-10-04,12:00,,1028,49.6,10,16,,,28,,,,487,17.3,1.0,221
2018-10-04,13:00,,1028,49.3,10,18,,,22,,,,343,17.8,0.8,212
2018-10-04,14:00,,1027,48.5,17,24,,,19,,,,266,18.5,0.7,219
2018-10-04,15:00,,1027,49.7,12,19,,,16,,,,196,18.2,0.6,209
2018-10-04,16:00,,1026,50.6,16,25,,,13,,,,119,18.1,0.5,311
2018-10-04,17:00,,1026,52.4,19,28,,,14,,,,42,17.3,0.4,207
2018-10-04,18:00,,1026,58.5,64,67,,,18,,,,7,16.1,0.1,219
2018-10-04,19:00,,1026,67.3,33,63,,,29,,,,3,14.3,0.2,185
2018-10-04,20:00,,1026,72.9,31,58,,,23,,,,3,12.9,0.2,180
2018-10-04,21:00,,1026,81.1,29,49,,,22,,,,3,11.1,0.2,205
2018-10-04,22:00,,1026,83.6,17,39,,,23,,,,3,9.9,0.2,193
2018-10-04,23:00,,1026,84.2,8,32,,,20,,,,3,9.2,0.3,199
2018-10-05,00:00,,1026,86.1,2,24,,,15,,,,3,8.4,0.5,205
2018-10-05,01:00,,1026,86.7,2,18,,,13,,,,3,8.0,0.6,205
2018-10-05,02:00,,1026,88.1,2,17,,,12,,,,3,7.5,0.4,201
2018-10-05,03:00,,1025,87.6,1,16,,,11,,,,3,7.1,0.5,205
2018-10-05,04:00,,1025,88.4,3,17,,,10,,,,3,6.8,0.6,208
2018-10-05,05:00,,1024,87.5,23,25,,,10,,,,3,6.6,0.5,205
2018-10-05,06:00,,1024,87.1,44,31,,,13,,,,3,6.0,0.5,207
2018-10-05,07:00,,1024,86.3,63,35,,,17,,,,16,6.0,0.6,206
2018-10-05,08:00,,1024,76.9,52,34,,,22,,,,57,8.5,0.5,208
2018-10-05,09:00,,1024,65.7,44,35,,,21,,,,250,12.5,0.4,130
2018-10-05,10:00,,1024,53.2,22,30,,,19,,,,426,16.9,0.7,104
2018-10-05,11:00,,1023,46.6,32,38,,,20,,,,520,19.9,0.4,124
2018-10-05,12:00,,1022,39.8,23,31,,,22,,,,554,22.1,0.5,144
2018-10-05,13:00,,1021,37.4,16,26,,,18,,,,449,22.7,0.6,103
2018-10-05,14:00,,1020,35.7,15,24,,,14,,,,290,23.7,0.6,339
2018-10-05,15:00,,1020,32.2,12,21,,,13,,,,301,26.0,0.7,194
2018-10-05,16:00,,1019,30.8,18,29,,,10,,,,241,26.5,0.8,209
2018-10-05,17:00,,1019,37.3,17,35,,,10,,,,27,22.8,0.7,210
2018-10-05,18:00,,1018,47.0,71,80,,,25,,,,7,20.2,0.2,184
2018-10-05,19:00,,1018,56.4,34,61,,,25,,,,3,17.4,0.2,199
2018-10-05,20:00,,1018,63.8,37,62,,,22,,,,3,15.3,0.2,172
2018-10-05,21:00,,1018,72.3,27,60,,,26,,,,3,13.2,0.2,156
2018-10-05,22:00,,1017,77.6,28,55,,,27,,,,3,11.6,0.2,184
2018-10-05,23:00,,1017,81.5,29,49,,,32,,,,3,10.6,0.1,142
2018-10-06,00:00,,1017,83.7,27,42,,,31,,,,3,9.7,0.1,145
2018-10-06,01:00,,1016,85.1,8,35,,,25,,,,3,8.9,0.1,127
2018-10-06,02:00,,1016,85.4,5,27,,,21,,,,3,8.3,0.2,140
2018-10-06,03:00,,1016,86.2,3,25,,,18,,,,3,7.8,0.2,112
2018-10-06,04:00,,1015,86.1,4,25,,,13,,,,3,7.6,0.2,148
2018-10-06,05:00,,1015,87.4,7,25,,,15,,,,3,7.0,0.2,141
2018-10-06,06:00,,1015,86.6,12,31,,,16,,,,3,7.7,0.4,185
2018-10-06,07:00,,1014,85.8,25,35,,,15,,,,15,8.6,0.4,175
2018-10-06,08:00,,1014,84.1,25,32,,,18,,,,70,9.6,0.5,174
2018-10-06,09:00,,1014,67.7,33,36,,,19,,,,238,15.5,0.6,197
2018-10-06,10:00,,1014,49.0,15,29,,,24,,,,373,22.4,0.6,190
2018-10-06,11:00,,1013,46.4,5,14,,,19,,,,432,23.0,1.6,206
2018-10-06,12:00,,1013,42.0,4,10,,,13,,,,567,24.8,1.5,211
2018-10-06,13:00,,1012,41.9,3,10,,,11,,,,354,24.8,1.6,207
2018-10-06,14:00,,1012,41.3,4,10,,,11,,,,382,25.0,1.7,213
2018-10-06,15:00,,1011,41.2,3,11,,,10,,,,214,24.6,1.6,205
2018-10-06,16:00,,1010,44.2,5,16,,,10,,,,139,24.1,1.0,206
2018-10-06,17:00,,1010,46.2,6,21,,,11,,,,55,23.3,1.1,203
2018-10-06,18:00,,1010,50.7,11,34,,,12,,,,9,21.8,0.7,201
2018-10-06,19:00,,1010,56.1,17,43,,,17,,,,3,20.1,0.4,195
2018-10-06,20:00,,1010,61.3,15,43,,,20,,,,3,18.4,0.4,181
2018-10-06,21:00,,1010,69.7,20,58,,,26,,,,3,16.5,0.2,150
2018-10-06,22:00,,1010,74.9,23,54,,,37,,,,3,15.3,0.2,161
2018-10-06,23:00,,1010,78.9,12,48,,,35,,,,3,14.4,0.2,151
2018-10-07,00:00,,1010,80.2,14,45,,,31,,,,3,14.1,0.2,157
2018-10-07,01:00,,1010,80.4,6,32,,,25,,,,3,13.9,0.3,178
2018-10-07,02:00,,1010,79.7,7,26,,,24,,,,3,14.2,0.2,191
2018-10-07,03:00,,1010,81.4,9,30,,,22,,,,3,13.7,0.1,139
2018-10-07,04:00,,1010,85.4,3,20,,,17,,,,3,12.7,0.1,129
2018-10-07,05:00,,1011,87.5,8,22,,,20,,,,3,12.0,0.2,175
2018-10-07,06:00,,1011,86.7,3,20,,,15,,,,3,12.0,0.3,199
2018-10-07,07:00,,1012,85.6,9,25,,,20,,,,9,12.3,0.3,184
2018-10-07,08:00,,1013,81.9,8,20,,,15,,,,82,13.3,0.3,119
2018-10-07,09:00,,1014,72.1,11,24,,,15,,,,201,16.4,0.4,105
2018-10-07,10:00,,1015,70.6,8,19,,,24,,,,153,17.6,0.8,353
2018-10-07,11:00,,1016,78.0,7,16,,,35,,,,76,15.7,1.0,357
2018-10-07,12:00,,1017,77.2,5,15,,,38,,,,85,15.3,0.9,5
2018-10-07,13:00,,1017,77.1,10,19,,,33,,,,67,15.3,0.8,67
2018-10-07,14:00,,1018,81.4,10,20,,,32,,,,44,14.6,0.7,34
2018-10-07,15:00,,1019,81.7,9,14,,,26,,,,31,13.3,1.0,353
2018-10-07,16:00,,1019,79.0,8,17,,,13,,,,26,13.2,0.7,358
2018-10-07,17:00,,1020,76.7,9,17,,,10,,,,12,12.8,0.8,19
2018-10-07,18:00,,1020,80.0,8,18,,,10,,,,3,11.8,0.8,22
2018-10-07,19:00,,1021,82.5,8,17,,,11,,,,3,11.3,0.5,83
