Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-10-01,,,,,,,,13.06,,,,,,,,
2018-10-01,01:00,,1011,79.1,1,8,50,,,,,,0,5.3,0.4,76
2018-10-01,02:00,,1011,81.1,1,9,41,,,,,,0,4.8,0.4,83
2018-10-01,03:00,,1010,83.8,1,7,42,,,,,,0,4.4,0.3,87
2018-10-01,04:00,,1010,81.8,1,8,35,,,,,,0,5.4,0.2,80
2018-10-01,05:00,,1010,82.2,1,12,28,,,,,,0,5.4,0.3,79
2018-10-01,06:00,,1010,81.8,1,21,17,,,,,,1,5.9,0.2,83
2018-10-01,07:00,,1010,76.5,22,43,4,,,,,,17,7.0,0.4,256
2018-10-01,08:00,,1011,74.0,25,44,8,,,,,,89,7.5,0.4,231
2018-10-01,09:00,,1012,59.5,13,35,25,,,,,,147,10.4,0.7,241
2018-10-01,10:00,,1012,60.1,6,27,39,,,,,,146,10.7,0.8,261
2018-10-01,11:00,,1012,59.8,5,25,44,,,,,,200,11.8,1.0,263
2018-10-01,12:00,,1012,60.4,5,23,45,,,,,,229,11.9,1.6,262
2018-10-01,13:00,,1012,64.8,5,23,49,,,,,,207,12.0,1.8,266
2018-10-01,14:00,,1012,65.1,3,17,59,,,,,,210,12.1,2.1,266
2018-10-01,15:00,,1013,71.7,3,19,48,,,,,,92,11.3,2.0,271
2018-10-01,16:00,,1013,87.2,2,23,39,,,,,,21,9.2,1.7,280
2018-10-01,17:00,,1014,87.5,2,25,33,,,,,,20,9.1,1.0,257
2018-10-01,18:00,,1014,87.3,1,24,30,,,,,,4,9.1,0.5,230
2018-10-01,19:00,,1015,89.3,1,25,19,,,,,,0,8.7,0.4,225
2018-10-01,20:00,,1015,84.3,1,22,34,,,,,,0,8.5,1.2,268
2018-10-01,21:00,,1016,81.8,1,14,49,,,,,,0,8.0,1.4,263
2018-10-01,22:00,,1016,83.8,1,11,48,,,,,,0,7.7,1.5,266
2018-10-01,23:00,,1017,84.7,1,9,47,,,,,,0,7.4,2.0,270
2018-10-02,,,,,,,,6.06,,,,,,,,
2018-10-02,00:00,,1017,81.9,1,7,51,,,,,,0,7.2,2.0,275
2018-10-02,01:00,,1017,80.6,1,5,55,,,,,,0,6.8,1.8,263
2018-10-02,02:00,,1018,81.0,1,5,56,,,,,,0,6.3,1.5,251
2018-10-02,03:00,,1018,81.9,1,5,54,,,,,,0,6.1,1.6,248
2018-10-02,04:00,,1018,84.6,1,7,50,,,,,,0,5.9,1.3,255
2018-10-02,05:00,,1018,87.3,1,16,40,,,,,,0,5.8,1.0,241
2018-10-02,06:00,,1018,88.5,1,20,35,,,,,,0,5.7,1.1,243
2018-10-02,07:00,,1018,86.0,3,24,34,,,,,,6,5.8,1.8,250
2018-10-02,08:00,,1019,81.7,6,22,40,,,,,,65,6.0,1.8,245
2018-10-02,09:00,,1019,72.1,4,15,51,,,,,,141,7.6,1.7,238
2018-10-02,10:00,,1018,63.7,3,11,58,,,,,,175,8.6,2.3,237
2018-10-02,11:00,,1018,57.5,2,11,62,,,,,,200,9.3,2.7,242
2018-10-02,12:00,,1018,57.7,1,9,61,,,,,,225,9.7,3.0,234
2018-10-02,13:00,,1017,64.3,1,10,57,,,,,,124,8.7,2.9,229
2018-10-02,14:00,,1017,69.5,1,13,53,,,,,,126,8.1,2.8,228
2018-10-02,15:00,,1016,73.7,1,14,53,,,,,,97,8.0,2.5,226
2018-10-02,16:00,,1015,77.1,1,14,55,,,,,,76,7.6,2.8,227
2018-10-02,17:00,,1015,76.9,1,15,52,,,,,,14,7.5,3.1,227
2018-10-02,18:00,,1014,73.2,1,14,53,,,,,,2,8.0,3.5,230
2018-10-02,19:00,,1014,77.3,1,13,51,,,,,,0,7.9,3.3,228
2018-10-02,20:00,,1015,85.7,1,13,46,,,,,,0,7.4,2.9,226
2018-10-02,21:00,,1015,81.3,1,11,45,,,,,,0,8.2,2.5,227
2018-10-02,22:00,,1015,79.3,1,10,45,,,,,,0,8.8,2.6,229
2018-10-02,23:00,,1015,79.5,1,8,46,,,,,,0,9.2,2.8,237
2018-10-03,,,,,,,,10.18,,,,,,,,
2018-10-03,00:00,,1015,80.6,1,7,44,,,,,,0,9.2,2.9,229
2018-10-03,01:00,,1015,80.5,1,8,42,,,,,,0,9.4,2.7,229
2018-10-03,02:00,,1015,79.2,1,8,44,,,,,,0,9.4,2.4,233
2018-10-03,03:00,,1015,71.4,1,5,63,,,,,,0,9.6,3.4,256
2018-10-03,04:00,,1016,70.6,1,4,68,,,,,,0,9.5,2.9,261
2018-10-03,05:00,,1016,72.5,1,5,66,,,,,,0,9.5,2.7,261
2018-10-03,06:00,,1016,70.9,1,5,66,,,,,,0,9.3,3.0,264
2018-10-03,07:00,,1017,62.7,1,4,71,,,,,,11,9.4,3.2,256
2018-10-03,08:00,,1017,55.4,1,4,74,,,,,,52,10.4,3.2,250
