Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-12-13,24
30-12-13,13
29-12-13,9
28-12-13,13
27-12-13,12
26-12-13,23
25-12-13,17
24-12-13,15
23-12-13,8
22-12-13,12
21-12-13,22
20-12-13,33
19-12-13,27
18-12-13,31
17-12-13,31
16-12-13,24
15-12-13,15
14-12-13,14
13-12-13,15
12-12-13,12
11-12-13,24
10-12-13,13
09-12-13,6
08-12-13,9
07-12-13,10
06-12-13,9
05-12-13,13
04-12-13,28
03-12-13,30
02-12-13,27
01-12-13,12

