Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-12-13,41
30-12-13,20
29-12-13,6
28-12-13,8
27-12-13,7
26-12-13,22
25-12-13,13
24-12-13,6
23-12-13,7
22-12-13,10
21-12-13,12
20-12-13,25
19-12-13,
18-12-13,34
17-12-13,36
16-12-13,22
15-12-13,13
14-12-13,14
13-12-13,15
12-12-13,24
11-12-13,18
10-12-13,16
09-12-13,10
08-12-13,9
07-12-13,11
06-12-13,12
05-12-13,14
04-12-13,24
03-12-13,42
02-12-13,32
01-12-13,11

