Datum Zeit,Bautzen PM10
,µg/m³
31-12-13,15
30-12-13,10
29-12-13,11
28-12-13,13
27-12-13,14
26-12-13,17
25-12-13,13
24-12-13,13
23-12-13,9
22-12-13,18
21-12-13,18
20-12-13,26
19-12-13,21
18-12-13,23
17-12-13,21
16-12-13,20
15-12-13,13
14-12-13,14
13-12-13,9
12-12-13,9
11-12-13,14
10-12-13,10
09-12-13,6
08-12-13,9
07-12-13,10
06-12-13,10
05-12-13,13
04-12-13,28
03-12-13,21
02-12-13,25
01-12-13,11

