Datum Zeit,Niesky PM10
,µg/m³
31-12-13,14
30-12-13,8
29-12-13,8
28-12-13,11
27-12-13,13
26-12-13,17
25-12-13,12
24-12-13,13
23-12-13,6
22-12-13,15
21-12-13,16
20-12-13,23
19-12-13,18
18-12-13,21
17-12-13,18
16-12-13,16
15-12-13,10
14-12-13,11
13-12-13,7
12-12-13,8
11-12-13,11
10-12-13,6
09-12-13,5
08-12-13,6
07-12-13,6
06-12-13,7
05-12-13,11
04-12-13,24
03-12-13,18
02-12-13,13
01-12-13,9

