Datum Zeit,Carlsfeld PM10
,µg/m³
31-12-13,6
30-12-13,4
29-12-13,2
28-12-13,4
27-12-13,3
26-12-13,6
25-12-13,6
24-12-13,6
23-12-13,3
22-12-13,7
21-12-13,6
20-12-13,11
19-12-13,13
18-12-13,9
17-12-13,5
16-12-13,3
15-12-13,5
14-12-13,4
13-12-13,1
12-12-13,0
11-12-13,0
10-12-13,1
09-12-13,2
08-12-13,3
07-12-13,6
06-12-13,5
05-12-13,7
04-12-13,10
03-12-13,3
02-12-13,7
01-12-13,2

