Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-12-13,29
30-12-13,22
29-12-13,10
28-12-13,14
27-12-13,19
26-12-13,28
25-12-13,20
24-12-13,15
23-12-13,15
22-12-13,13
21-12-13,25
20-12-13,33
19-12-13,36
18-12-13,71
17-12-13,52
16-12-13,38
15-12-13,16
14-12-13,19
13-12-13,25
12-12-13,36
11-12-13,23
10-12-13,23
09-12-13,11
08-12-13,13
07-12-13,13
06-12-13,16
05-12-13,20
04-12-13,33
03-12-13,65
02-12-13,34
01-12-13,14

