Datum Zeit,Klingenthal PM10
,µg/m³
31-12-13,24
30-12-13,11
29-12-13,8
28-12-13,17
27-12-13,5
26-12-13,27
25-12-13,19
24-12-13,17
23-12-13,6
22-12-13,13
21-12-13,11
20-12-13,37
19-12-13,30
18-12-13,46
17-12-13,35
16-12-13,28
15-12-13,12
14-12-13,10
13-12-13,13
12-12-13,29
11-12-13,8
10-12-13,12
09-12-13,8
08-12-13,8
07-12-13,6
06-12-13,6
05-12-13,9
04-12-13,20
03-12-13,22
02-12-13,18
01-12-13,7

