Datum Zeit,Plauen-Sued PM10
,µg/m³
31-12-13,19
30-12-13,10
29-12-13,7
28-12-13,10
27-12-13,8
26-12-13,22
25-12-13,17
24-12-13,10
23-12-13,7
22-12-13,10
21-12-13,12
20-12-13,26
19-12-13,29
18-12-13,32
17-12-13,19
16-12-13,18
15-12-13,16
14-12-13,16
13-12-13,10
12-12-13,16
11-12-13,16
10-12-13,13
09-12-13,10
08-12-13,9
07-12-13,8
06-12-13,8
05-12-13,13
04-12-13,20
03-12-13,23
02-12-13,25
01-12-13,9

