Datum Zeit,Dresden-Nord PM10
,µg/m³
31-12-13,29
30-12-13,19
29-12-13,15
28-12-13,15
27-12-13,18
26-12-13,31
25-12-13,20
24-12-13,17
23-12-13,15
22-12-13,16
21-12-13,20
20-12-13,38
19-12-13,30
18-12-13,34
17-12-13,34
16-12-13,30
15-12-13,19
14-12-13,22
13-12-13,20
12-12-13,17
11-12-13,30
10-12-13,19
09-12-13,9
08-12-13,12
07-12-13,12
06-12-13,16
05-12-13,23
04-12-13,36
03-12-13,36
02-12-13,34
01-12-13,15

