Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-12-13,20.46
30-12-13,9.23
29-12-13,6.73
28-12-13,10.83
27-12-13,7.88
26-12-13,19.22
25-12-13,14.71
24-12-13,13.07
23-12-13,5.17
22-12-13,10.38
21-12-13,16.81
20-12-13,28.24
19-12-13,23.71
18-12-13,26.62
17-12-13,27.11
16-12-13,18.79
15-12-13,10.83
14-12-13,13.01
13-12-13,12.52
12-12-13,9.66
11-12-13,18.67
10-12-13,9.85
09-12-13,4.98
08-12-13,8.33
07-12-13,5.18
06-12-13,3.88
05-12-13,9.79
04-12-13,25.22
03-12-13,23.17
02-12-13,14.05
01-12-13,7.33

