Datum Zeit,Zittau-Ost PM10_HVS
,µg/m³
31-10-18,
30-10-18,
29-10-18,
28-10-18,
27-10-18,
26-10-18,
25-10-18,
24-10-18,
23-10-18,
22-10-18,
21-10-18,24.24
20-10-18,21.42
19-10-18,35.89
18-10-18,58.48
17-10-18,45.27
16-10-18,34.47
15-10-18,33.29
14-10-18,35.21
13-10-18,35.01
12-10-18,34.43
11-10-18,39.35
10-10-18,33.08
09-10-18,26.74
08-10-18,13.24
07-10-18,21.83
06-10-18,26.04
05-10-18,18.61
04-10-18,13.09
03-10-18,9.01
02-10-18,6.26
01-10-18,13.90

