Datum Zeit,Leipzig-Mitte PM10_HVS
,µg/m³
31-10-18,
30-10-18,
29-10-18,
28-10-18,
27-10-18,
26-10-18,
25-10-18,
24-10-18,
23-10-18,
22-10-18,
21-10-18,
20-10-18,
19-10-18,
18-10-18,57.14
17-10-18,66.13
16-10-18,56.29
15-10-18,35.47
14-10-18,35.82
13-10-18,34.37
12-10-18,41.24
11-10-18,37.33
10-10-18,41.00
09-10-18,49.26
08-10-18,31.94
07-10-18,19.29
06-10-18,26.29
05-10-18,28.26
04-10-18,25.06
03-10-18,14.83
02-10-18,11.09
01-10-18,19.56

