Datum Zeit,Chemnitz-Hans-Link-Straße PM10_HVS
,µg/m³
31-10-18,
30-10-18,
29-10-18,
28-10-18,
27-10-18,
26-10-18,
25-10-18,
24-10-18,
23-10-18,
22-10-18,
21-10-18,
20-10-18,
19-10-18,
18-10-18,50.47
17-10-18,35.43
16-10-18,38.38
15-10-18,27.84
14-10-18,
13-10-18,27.96
12-10-18,22.63
11-10-18,
10-10-18,25.23
09-10-18,22.11
08-10-18,13.88
07-10-18,14.15
06-10-18,15.91
05-10-18,
04-10-18,10.90
03-10-18,10.18
02-10-18,6.06
01-10-18,13.06

