Datum Zeit,Niesky PM10_HVS
,µg/m³
31-10-18,
30-10-18,
29-10-18,
28-10-18,
27-10-18,
26-10-18,
25-10-18,
24-10-18,
23-10-18,
22-10-18,
21-10-18,15.08
20-10-18,14.54
19-10-18,29.33
18-10-18,51.12
17-10-18,34.07
16-10-18,32.67
15-10-18,35.35
14-10-18,31.04
13-10-18,31.69
12-10-18,28.72
11-10-18,29.12
10-10-18,23.57
09-10-18,22.78
08-10-18,10.66
07-10-18,18.21
06-10-18,21.18
05-10-18,14.84
04-10-18,11.64
03-10-18,8.06
02-10-18,6.57
01-10-18,13.05

