Datum Zeit,Dresden-Bergstraße PM10_HVS
,µg/m³
31-10-18,
30-10-18,
29-10-18,
28-10-18,
27-10-18,
26-10-18,
25-10-18,
24-10-18,
23-10-18,
22-10-18,
21-10-18,
20-10-18,
19-10-18,
18-10-18,65.99
17-10-18,49.52
16-10-18,39.78
15-10-18,35.23
14-10-18,31.51
13-10-18,35.79
12-10-18,32.31
11-10-18,37.37
10-10-18,29.64
09-10-18,31.96
08-10-18,19.00
07-10-18,21.33
06-10-18,
05-10-18,21.16
04-10-18,19.85
03-10-18,11.54
02-10-18,9.47
01-10-18,18.44

