Datum Zeit,Plauen-Sued PM10_HVS
,µg/m³
31-10-18,
30-10-18,
29-10-18,
28-10-18,
27-10-18,
26-10-18,
25-10-18,
24-10-18,
23-10-18,
22-10-18,
21-10-18,17.99
20-10-18,26.28
19-10-18,29.72
18-10-18,49.24
17-10-18,38.06
16-10-18,33.89
15-10-18,26.32
14-10-18,27.20
13-10-18,29.79
12-10-18,30.47
11-10-18,28.14
10-10-18,28.96
09-10-18,23.47
08-10-18,21.76
07-10-18,21.41
06-10-18,18.76
05-10-18,15.82
04-10-18,16.00
03-10-18,10.64
02-10-18,7.02
01-10-18,13.46

