Datum Zeit,Collmberg PM10_HVS
,µg/m³
31-10-18,
30-10-18,
29-10-18,
28-10-18,
27-10-18,
26-10-18,
25-10-18,
24-10-18,
23-10-18,
22-10-18,
21-10-18,
20-10-18,
19-10-18,
18-10-18,53.12
17-10-18,53.17
16-10-18,38.10
15-10-18,28.13
14-10-18,28.36
13-10-18,28.85
12-10-18,21.85
11-10-18,29.00
10-10-18,26.40
09-10-18,24.61
08-10-18,12.69
07-10-18,11.85
06-10-18,14.48
05-10-18,14.47
04-10-18,13.12
03-10-18,10.20
02-10-18,5.18
01-10-18,12.68

