Datum Zeit,Radebeul-Wahnsdorf PM10_HVS
,µg/m³
31-10-18,
30-10-18,
29-10-18,
28-10-18,
27-10-18,
26-10-18,
25-10-18,
24-10-18,
23-10-18,
22-10-18,
21-10-18,22.32
20-10-18,20.11
19-10-18,19.07
18-10-18,58.78
17-10-18,43.60
16-10-18,36.34
15-10-18,33.19
14-10-18,30.40
13-10-18,33.78
12-10-18,28.43
11-10-18,33.74
10-10-18,24.60
09-10-18,26.44
08-10-18,13.53
07-10-18,17.67
06-10-18,21.66
05-10-18,18.24
04-10-18,14.36
03-10-18,10.00
02-10-18,5.42
01-10-18,13.80

