Datum Zeit,Bautzen PM10
,µg/m³
29-02-16,31
28-02-16,48
27-02-16,31
26-02-16,24
25-02-16,16
24-02-16,10
23-02-16,10
22-02-16,5
21-02-16,4
20-02-16,16
19-02-16,32
18-02-16,23
17-02-16,25
16-02-16,17
15-02-16,17
14-02-16,21
13-02-16,34
12-02-16,17
11-02-16,9
10-02-16,7
09-02-16,6
08-02-16,10
07-02-16,19
06-02-16,13
05-02-16,12
04-02-16,9
03-02-16,9
02-02-16,5
01-02-16,6

