Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
29-02-16,34
28-02-16,48
27-02-16,20
26-02-16,18
25-02-16,14
24-02-16,8
23-02-16,7
22-02-16,3
21-02-16,2
20-02-16,11
19-02-16,29
18-02-16,17
17-02-16,23
16-02-16,12
15-02-16,11
14-02-16,10
13-02-16,17
12-02-16,12
11-02-16,7
10-02-16,6
09-02-16,2
08-02-16,4
07-02-16,19
06-02-16,10
05-02-16,10
04-02-16,7
03-02-16,9
02-02-16,4
01-02-16,5

