Datum Zeit,Leipzig-West PM10
,µg/m³
29-02-16,33
28-02-16,42
27-02-16,25
26-02-16,24
25-02-16,19
24-02-16,9
23-02-16,7
22-02-16,3
21-02-16,2
20-02-16,11
19-02-16,35
18-02-16,23
17-02-16,26
16-02-16,10
15-02-16,13
14-02-16,16
13-02-16,24
12-02-16,15
11-02-16,9
10-02-16,5
09-02-16,4
08-02-16,5
07-02-16,11
06-02-16,9
05-02-16,9
04-02-16,7
03-02-16,10
02-02-16,3
01-02-16,7

