Datum Zeit,Zittau-Ost PM10
,µg/m³
29-02-16,25
28-02-16,49
27-02-16,33
26-02-16,22
25-02-16,23
24-02-16,11
23-02-16,7
22-02-16,4
21-02-16,5
20-02-16,18
19-02-16,36
18-02-16,24
17-02-16,31
16-02-16,16
15-02-16,17
14-02-16,18
13-02-16,46
12-02-16,27
11-02-16,11
10-02-16,5
09-02-16,5
08-02-16,9
07-02-16,20
06-02-16,14
05-02-16,8
04-02-16,7
03-02-16,8
02-02-16,5
01-02-16,8

