Datum Zeit,Niesky PM10
,µg/m³
29-02-16,28
28-02-16,44
27-02-16,36
26-02-16,12
25-02-16,9
24-02-16,7
23-02-16,5
22-02-16,3
21-02-16,2
20-02-16,16
19-02-16,26
18-02-16,15
17-02-16,17
16-02-16,10
15-02-16,10
14-02-16,21
13-02-16,38
12-02-16,13
11-02-16,6
10-02-16,4
09-02-16,4
08-02-16,7
07-02-16,16
06-02-16,11
05-02-16,7
04-02-16,6
03-02-16,6
02-02-16,3
01-02-16,3

