Datum Zeit,Carlsfeld PM10
,µg/m³
29-02-16,17
28-02-16,26
27-02-16,17
26-02-16,8
25-02-16,6
24-02-16,5
23-02-16,3
22-02-16,3
21-02-16,1
20-02-16,6
19-02-16,15
18-02-16,9
17-02-16,8
16-02-16,6
15-02-16,6
14-02-16,3
13-02-16,10
12-02-16,5
11-02-16,3
10-02-16,2
09-02-16,3
08-02-16,3
07-02-16,9
06-02-16,5
05-02-16,3
04-02-16,4
03-02-16,4
02-02-16,2
01-02-16,2

