Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
29-02-16,28.84
28-02-16,40.80
27-02-16,19.14
26-02-16,14.55
25-02-16,11.15
24-02-16,5.20
23-02-16,4.43
22-02-16,2.98
21-02-16,1.59
20-02-16,9.23
19-02-16,24.86
18-02-16,17.02
17-02-16,21.39
16-02-16,10.32
15-02-16,12.28
14-02-16,9.19
13-02-16,16.45
12-02-16,14.03
11-02-16,5.10
10-02-16,2.94
09-02-16,2.28
08-02-16,2.53
07-02-16,17.33
06-02-16,11.74
05-02-16,7.33
04-02-16,4.67
03-02-16,4.45
02-02-16,2.04
01-02-16,3.80

