Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
29-02-16,38
28-02-16,58
27-02-16,39
26-02-16,28
25-02-16,20
24-02-16,11
23-02-16,8
22-02-16,6
21-02-16,2
20-02-16,10
19-02-16,33
18-02-16,26
17-02-16,24
16-02-16,16
15-02-16,17
14-02-16,6
13-02-16,25
12-02-16,17
11-02-16,9
10-02-16,5
09-02-16,6
08-02-16,5
07-02-16,14
06-02-16,11
05-02-16,11
04-02-16,8
03-02-16,11
02-02-16,5
01-02-16,8

