Datum Zeit,Goerlitz PM10
,µg/m³
29-02-16,36
28-02-16,61
27-02-16,56
26-02-16,38
25-02-16,25
24-02-16,13
23-02-16,13
22-02-16,7
21-02-16,3
20-02-16,23
19-02-16,52
18-02-16,30
17-02-16,31
16-02-16,17
15-02-16,21
14-02-16,31
13-02-16,62
12-02-16,38
11-02-16,10
10-02-16,11
09-02-16,8
08-02-16,13
07-02-16,21
06-02-16,16
05-02-16,15
04-02-16,9
03-02-16,17
02-02-16,9
01-02-16,8

