Datum Zeit,Brockau PM10
,µg/m³
30-11-15,3
29-11-15,2
28-11-15,13
27-11-15,12
26-11-15,11
25-11-15,10
24-11-15,13
23-11-15,7
22-11-15,5
21-11-15,8
20-11-15,4
19-11-15,5
18-11-15,9
17-11-15,4
16-11-15,9
15-11-15,4
14-11-15,6
13-11-15,17
12-11-15,12
11-11-15,9
10-11-15,8
09-11-15,8
08-11-15,7
07-11-15,5
06-11-15,23
05-11-15,18
04-11-15,34
03-11-15,31
02-11-15,21
01-11-15,23

