Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-11-15,2.95
29-11-15,2.50
28-11-15,11.13
27-11-15,15.06
26-11-15,14.15
25-11-15,19.09
24-11-15,14.62
23-11-15,6.74
22-11-15,6.57
21-11-15,6.30
20-11-15,4.27
19-11-15,3.74
18-11-15,5.05
17-11-15,3.37
16-11-15,5.49
15-11-15,1.80
14-11-15,3.35
13-11-15,9.20
12-11-15,8.21
11-11-15,6.04
10-11-15,4.75
09-11-15,6.88
08-11-15,7.57
07-11-15,16.00
06-11-15,56.01
05-11-15,42.50
04-11-15,64.92
03-11-15,44.34
02-11-15,20.00
01-11-15,16.85

