Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
30-11-15,5.61
29-11-15,3.13
28-11-15,11.41
27-11-15,18.81
26-11-15,14.60
25-11-15,21.48
24-11-15,16.22
23-11-15,8.46
22-11-15,7.09
21-11-15,7.60
20-11-15,6.54
19-11-15,5.57
18-11-15,5.86
17-11-15,6.47
16-11-15,9.13
15-11-15,2.48
14-11-15,4.78
13-11-15,13.62
12-11-15,12.43
11-11-15,9.35
10-11-15,6.97
09-11-15,9.38
08-11-15,10.54
07-11-15,13.08
06-11-15,55.53
05-11-15,46.03
04-11-15,66.06
03-11-15,46.45
02-11-15,22.83
01-11-15,18.28

