Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-11-15,5.72
29-11-15,3.23
28-11-15,12.18
27-11-15,16.89
26-11-15,14.84
25-11-15,12.50
24-11-15,15.55
23-11-15,9.66
22-11-15,6.94
21-11-15,10.29
20-11-15,8.37
19-11-15,5.87
18-11-15,5.48
17-11-15,6.40
16-11-15,8.99
15-11-15,2.79
14-11-15,5.67
13-11-15,14.50
12-11-15,14.13
11-11-15,9.04
10-11-15,8.58
09-11-15,9.16
08-11-15,9.19
07-11-15,9.13
06-11-15,23.09
05-11-15,25.36
04-11-15,32.34
03-11-15,33.43
02-11-15,24.07
01-11-15,30.33

