Datum Zeit,Niesky PM10
,µg/m³
30-11-15,3
29-11-15,4
28-11-15,13
27-11-15,13
26-11-15,15
25-11-15,16
24-11-15,12
23-11-15,7
22-11-15,7
21-11-15,7
20-11-15,4
19-11-15,6
18-11-15,6
17-11-15,5
16-11-15,7
15-11-15,2
14-11-15,5
13-11-15,12
12-11-15,10
11-11-15,7
10-11-15,6
09-11-15,8
08-11-15,7
07-11-15,15
06-11-15,32
05-11-15,29
04-11-15,46
03-11-15,34
02-11-15,18
01-11-15,16

