Datum Zeit,Schwartenberg PM10
,µg/m³
30-11-15,4
29-11-15,2
28-11-15,8
27-11-15,9
26-11-15,4
25-11-15,17
24-11-15,10
23-11-15,5
22-11-15,5
21-11-15,6
20-11-15,2
19-11-15,4
18-11-15,7
17-11-15,1
16-11-15,6
15-11-15,2
14-11-15,2
13-11-15,9
12-11-15,8
11-11-15,2
10-11-15,6
09-11-15,7
08-11-15,7
07-11-15,3
06-11-15,27
05-11-15,10
04-11-15,17
03-11-15,31
02-11-15,20
01-11-15,24

