Datum Zeit,Klingenthal PM10
,µg/m³
30-11-15,3
29-11-15,3
28-11-15,14
27-11-15,14
26-11-15,8
25-11-15,14
24-11-15,15
23-11-15,6
22-11-15,7
21-11-15,9
20-11-15,3
19-11-15,4
18-11-15,7
17-11-15,5
16-11-15,9
15-11-15,5
14-11-15,6
13-11-15,17
12-11-15,11
11-11-15,7
10-11-15,7
09-11-15,11
08-11-15,11
07-11-15,10
06-11-15,23
05-11-15,22
04-11-15,35
03-11-15,32
02-11-15,27
01-11-15,27

