Datum Zeit,Zittau-Ost PM10
,µg/m³
30-11-15,6
29-11-15,6
28-11-15,19
27-11-15,36
26-11-15,29
25-11-15,23
24-11-15,19
23-11-15,10
22-11-15,9
21-11-15,13
20-11-15,7
19-11-15,7
18-11-15,9
17-11-15,8
16-11-15,13
15-11-15,3
14-11-15,5
13-11-15,20
12-11-15,15
11-11-15,9
10-11-15,8
09-11-15,12
08-11-15,13
07-11-15,34
06-11-15,66
05-11-15,
04-11-15,
03-11-15,44
02-11-15,
01-11-15,18

