Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-11-15,4.54
29-11-15,3.01
28-11-15,10.79
27-11-15,15.38
26-11-15,14.79
25-11-15,20.03
24-11-15,14.50
23-11-15,7.86
22-11-15,7.05
21-11-15,7.14
20-11-15,6.42
19-11-15,5.15
18-11-15,5.50
17-11-15,4.78
16-11-15,7.44
15-11-15,2.58
14-11-15,4.09
13-11-15,11.51
12-11-15,10.96
11-11-15,7.88
10-11-15,5.60
09-11-15,8.69
08-11-15,9.15
07-11-15,16.06
06-11-15,55.01
05-11-15,46.44
04-11-15,64.01
03-11-15,44.13
02-11-15,19.83
01-11-15,15.75

