Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-11-15,5
29-11-15,4
28-11-15,13
27-11-15,20
26-11-15,18
25-11-15,10
24-11-15,14
23-11-15,10
22-11-15,7
21-11-15,9
20-11-15,7
19-11-15,6
18-11-15,10
17-11-15,6
16-11-15,10
15-11-15,5
14-11-15,7
13-11-15,17
12-11-15,14
11-11-15,9
10-11-15,8
09-11-15,9
08-11-15,13
07-11-15,6
06-11-15,26
05-11-15,33
04-11-15,39
03-11-15,39
02-11-15,33
01-11-15,24

