Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-11-15,7
29-11-15,4
28-11-15,17
27-11-15,24
26-11-15,20
25-11-15,12
24-11-15,16
23-11-15,12
22-11-15,9
21-11-15,11
20-11-15,7
19-11-15,8
18-11-15,11
17-11-15,7
16-11-15,13
15-11-15,5
14-11-15,8
13-11-15,20
12-11-15,16
11-11-15,12
10-11-15,14
09-11-15,14
08-11-15,14
07-11-15,9
06-11-15,29
05-11-15,33
04-11-15,42
03-11-15,48
02-11-15,38
01-11-15,34

