Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-11-15,12
29-11-15,7
28-11-15,19
27-11-15,31
26-11-15,33
25-11-15,22
24-11-15,20
23-11-15,16
22-11-15,12
21-11-15,18
20-11-15,15
19-11-15,10
18-11-15,12
17-11-15,9
16-11-15,15
15-11-15,6
14-11-15,12
13-11-15,21
12-11-15,24
11-11-15,15
10-11-15,15
09-11-15,15
08-11-15,18
07-11-15,15
06-11-15,34
05-11-15,42
04-11-15,53
03-11-15,59
02-11-15,55
01-11-15,45

